Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,GNB,383.0,3.0,0.0,48.0,26.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,35.52,35.52,35.52
Dak Prescott,QB,PIT,503.0,3.0,0.0,46.0,29.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.82000000000001,32.82000000000001,32.82000000000001
Robert Griffin,QB,IND,308.0,4.0,1.0,30.0,23.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,26.02,26.02
Patrick Mahomes,QB,BAL,234.0,4.0,0.0,29.0,21.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.86,25.86,25.86
Kirk Cousins,QB,CAR,299.0,3.0,0.0,33.0,21.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.76,23.76,23.76
Russell Wilson,QB,NYG,268.0,3.0,0.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72,22.72,22.72
Marcus Mariota,QB,KAN,331.0,2.0,0.0,40.0,22.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,22.240000000000002,22.240000000000002,22.240000000000002
Nick Foles,QB,TEN,236.0,3.0,1.0,27.0,14.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.839999999999996,21.839999999999996,21.839999999999996
Tom Brady,QB,SDG,308.0,3.0,2.0,38.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,20.32,20.32
Gardner Minshew,QB,JAX,223.0,3.0,1.0,40.0,23.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.520000000000003,19.520000000000003,19.520000000000003
Philip Rivers,QB,PHI,306.0,1.0,2.0,36.0,21.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,18.740000000000002,18.740000000000002,18.740000000000002
Derek Carr,QB,DAL,312.0,1.0,0.0,34.0,22.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.580000000000002,18.580000000000002,18.580000000000002
