Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,BUF,463.0,3.0,0.0,49.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.52,30.52,30.52
Dak Prescott,QB,PHI,292.0,2.0,0.0,38.0,26.0,5.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,29.28,29.28,29.28
Robert Griffin,QB,MIN,281.0,3.0,0.0,45.0,25.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,3.0,25.240000000000002,25.240000000000002,25.240000000000002
Patrick Mahomes,QB,MIA,187.0,2.0,1.0,18.0,13.0,7.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,22.48,22.48,22.48
Kirk Cousins,QB,JAX,320.0,2.0,0.0,36.0,25.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0
Russell Wilson,QB,DAL,240.0,2.0,0.0,24.0,14.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,18.3,18.3
Marcus Mariota,QB,SEA,352.0,1.0,0.0,47.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08,18.08,18.08
Nick Foles,QB,NWE,269.0,2.0,1.0,35.0,25.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.259999999999998,17.259999999999998,17.259999999999998
Tom Brady,QB,CAR,310.0,1.0,0.0,32.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,16.4,16.4
Gardner Minshew,QB,GNB,270.0,2.0,1.0,44.0,29.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,16.3
Philip Rivers,QB,OAK,403.0,1.0,2.0,64.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12,16.12,16.12
Derek Carr,QB,CLE,198.0,2.0,0.0,30.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.02,16.02,16.02
Carson Wentz,QB,SFO,205.0,1.0,1.0,36.0,27.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,15.5
Jacoby Brissett,QB,NYG,307.0,1.0,1.0,26.0,22.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.580000000000002,14.580000000000002,14.580000000000002
Case Keenum,QB,ATL,166.0,1.0,0.0,28.0,17.0,10.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,14.240000000000002,14.240000000000002,14.240000000000002
Deshaun Watson,QB,DEN,119.0,2.0,0.0,19.0,14.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.16,14.16,14.16
Matthew Stafford,QB,NOR,217.0,2.0,2.0,28.0,16.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.98,13.98,13.98
Andy Dalton,QB,TEN,226.0,1.0,1.0,38.0,20.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34,13.34,13.34
Drew Brees,QB,PIT,201.0,2.0,1.0,34.0,18.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,13.04,13.04,13.04
Joe Flacco,QB,STL,266.0,1.0,2.0,39.0,26.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14,11.14,11.14
Marlon Mack,RB,CAR,0.0,0.0,0.0,0.0,0.0,20.0,60.0,2.0,3.0,4.0,77.0,0.0,0.0,28.7,25.7,27.2
Christian McCaffrey,RB,MIA,0.0,0.0,0.0,0.0,0.0,24.0,132.0,0.0,2.0,3.0,62.0,1.0,0.0,27.4,25.4,26.4
Saquon Barkley,RB,ARI,0.0,0.0,0.0,0.0,0.0,24.0,173.0,1.0,2.0,2.0,18.0,0.0,0.0,27.1,25.1,26.1
Dalvin Cook,RB,NOR,0.0,0.0,0.0,0.0,0.0,21.0,123.0,2.0,1.0,2.0,4.0,0.0,0.0,25.7,24.7,25.2
Mark Ingram,RB,STL,0.0,0.0,0.0,0.0,0.0,14.0,87.0,2.0,7.0,8.0,36.0,0.0,1.0,29.3,22.3,25.8
Todd Gurley,RB,IND,0.0,0.0,0.0,0.0,0.0,30.0,138.0,0.0,8.0,10.0,82.0,0.0,0.0,30.0,22.0,26.0
Alvin Kamara,RB,JAX,0.0,0.0,0.0,0.0,0.0,20.0,114.0,1.0,6.0,6.0,45.0,0.0,1.0,25.9,19.9,22.9
Josh Jacobs,RB,OAK,0.0,0.0,0.0,0.0,0.0,6.0,56.0,1.0,5.0,6.0,55.0,0.0,0.0,22.1,17.1,19.6
Derrick Henry,RB,MIN,0.0,0.0,0.0,0.0,0.0,17.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.2
Carlos Hyde,RB,CHI,0.0,0.0,0.0,0.0,0.0,26.0,84.0,1.0,2.0,2.0,26.0,0.0,1.0,17.0,15.0,16.0
David Johnson,RB,DEN,0.0,0.0,0.0,0.0,0.0,12.0,61.0,1.0,1.0,1.0,11.0,0.0,0.0,14.2,13.2,13.7
LeSean McCoy,RB,PHI,0.0,0.0,0.0,0.0,0.0,6.0,65.0,1.0,1.0,1.0,-2.0,0.0,0.0,13.3,12.3,12.8
Nick Chubb,RB,NWE,0.0,0.0,0.0,0.0,0.0,10.0,48.0,1.0,2.0,2.0,14.0,0.0,0.0,14.200000000000001,12.200000000000001,13.200000000000001
Ronald Jones,RB,KAN,0.0,0.0,0.0,1.0,0.0,22.0,84.0,0.0,5.0,7.0,32.0,0.0,0.0,16.6,11.600000000000001,14.100000000000001
Devin Singletary,RB,GNB,0.0,0.0,0.0,0.0,0.0,17.0,81.0,0.0,6.0,6.0,53.0,0.0,1.0,17.4,11.399999999999999,14.399999999999999
Leonard Fournette,RB,PHI,0.0,0.0,0.0,0.0,0.0,15.0,55.0,0.0,7.0,8.0,57.0,0.0,0.0,18.2,11.2,14.7
Le'Veon Bell,RB,NYG,0.0,0.0,0.0,0.0,0.0,19.0,80.0,0.0,6.0,6.0,30.0,0.0,0.0,17.0,11.0,14.0
Austin Ekeler,RB,ATL,0.0,0.0,0.0,0.0,0.0,15.0,34.0,0.0,4.0,5.0,30.0,1.0,1.0,14.4,10.4,12.4
Justin Jackson,RB,TAM,0.0,0.0,0.0,0.0,0.0,13.0,37.0,0.0,6.0,7.0,58.0,0.0,0.0,15.5,9.5,12.5
Duke Johnson,RB,BAL,0.0,0.0,0.0,0.0,0.0,17.0,53.0,0.0,5.0,7.0,38.0,0.0,0.0,14.1,9.1,11.6
Julian Edelman,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,185.0,2.0,0.0,43.5,30.5,37.0
Robert Woods,WR,SDG,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,7.0,113.0,1.0,0.0,28.6,23.6,26.1
Christian Kirk,WR,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,144.0,1.0,0.0,31.4,20.4,25.9
Jarvis Landry,WR,PIT,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,7.0,10.0,92.0,2.0,1.0,26.1,19.1,22.6
Parris Campbell,WR,MIN,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,11.0,21.0,111.0,1.0,0.0,28.6,17.6,23.1
Tyreek Hill,WR,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,174.0,0.0,0.0,27.4,17.4,22.4
Jamison Crowder,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,110.0,1.0,0.0,25.0,17.0,21.0
Marvin Jones,WR,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,107.0,1.0,0.0,24.7,16.7,20.7
Tyler Boyd,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,107.0,1.0,0.0,22.7,16.7,19.7
Alshon Jeffery,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,88.0,1.0,0.0,19.8,14.8,17.3
Dede Westbrook,WR,JAX,0.0,0.0,0.0,0.0,0.0,1.0,-9.0,0.0,4.0,6.0,97.0,1.0,0.0,18.799999999999997,14.799999999999999,16.799999999999997
Albert Wilson,WR,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,83.0,1.0,0.0,19.3,14.3,16.8
Marquez Valdes-Scantling,WR,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,68.0,1.0,0.0,15.8,12.8,14.3
Russell Gage,WR,NWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,65.0,1.0,0.0,15.5,12.5,14.0
Cordarrelle Patterson,WR,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,62.0,1.0,0.0,18.2,12.2,15.2
Sammy Watkins,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,81.0,1.0,1.0,21.1,12.1,16.6
Michael Gallup,WR,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,120.0,0.0,0.0,18.0,12.0,15.0
