Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,SFO,296.0,3.0,1.0,46.0,29.0,10.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,33.14,33.14,33.14
Dak Prescott,QB,NOR,310.0,4.0,0.0,36.0,28.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,32.5,32.5,32.5
Robert Griffin,QB,WAS,449.0,3.0,0.0,53.0,41.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.16,30.16,30.16
Patrick Mahomes,QB,DEN,368.0,3.0,0.0,34.0,20.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,29.02,29.02,29.02
Kirk Cousins,QB,GNB,313.0,2.0,0.0,39.0,30.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12,23.12,23.12
Russell Wilson,QB,GNB,313.0,2.0,0.0,39.0,30.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12,23.12,23.12
Marcus Mariota,QB,DAL,195.0,1.0,0.0,24.0,17.0,8.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,21.7,21.7,21.7
Nick Foles,QB,TEN,226.0,2.0,0.0,23.0,15.0,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64,21.64,21.64
Tom Brady,QB,JAX,126.0,2.0,0.0,26.0,13.0,8.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,21.14,21.14,21.14
Gardner Minshew,QB,PIT,221.0,3.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84,20.84,20.84
Philip Rivers,QB,CHI,316.0,3.0,2.0,54.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.64,20.64,20.64
Derek Carr,QB,DAL,195.0,1.0,0.0,24.0,17.0,8.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,21.7,21.7,21.7
Carson Wentz,QB,CAR,246.0,2.0,1.0,29.0,14.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,20.44,20.44,20.44
Jacoby Brissett,QB,SDG,242.0,3.0,1.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.68,19.68,19.68
Case Keenum,QB,NYG,194.0,3.0,0.0,27.0,15.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56,19.56,19.56
Deshaun Watson,QB,NWE,286.0,2.0,0.0,50.0,30.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04,19.04,19.04
Matthew Stafford,QB,ATL,269.0,2.0,1.0,34.0,26.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,18.259999999999998,18.259999999999998,18.259999999999998
Andy Dalton,QB,ARI,289.0,2.0,1.0,45.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.560000000000002,17.560000000000002,17.560000000000002
Drew Brees,QB,TEN,226.0,2.0,0.0,23.0,15.0,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64,21.64,21.64
Joe Flacco,QB,NYJ,269.0,2.0,0.0,32.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.86,16.86,16.86
Marlon Mack,RB,NOR,0.0,0.0,0.0,0.0,0.0,14.0,146.0,1.0,1.0,2.0,21.0,1.0,0.0,29.700000000000003,28.700000000000003,29.200000000000003
Christian McCaffrey,RB,BUF,0.0,0.0,0.0,0.0,0.0,19.0,103.0,2.0,2.0,2.0,31.0,0.0,0.0,27.400000000000002,25.400000000000002,26.400000000000002
Saquon Barkley,RB,DAL,0.0,0.0,0.0,0.0,0.0,20.0,97.0,2.0,2.0,2.0,23.0,0.0,0.0,26.0,24.0,25.0
Dalvin Cook,RB,ARI,0.0,0.0,0.0,0.0,0.0,13.0,58.0,0.0,8.0,11.0,103.0,1.0,0.0,30.1,22.1,26.1
Mark Ingram,RB,PIT,0.0,0.0,0.0,0.0,0.0,23.0,120.0,1.0,4.0,5.0,22.0,0.0,0.0,24.2,20.2,22.2
Todd Gurley,RB,PIT,0.0,0.0,0.0,0.0,0.0,23.0,120.0,1.0,4.0,5.0,22.0,0.0,0.0,24.2,20.2,22.2
Alvin Kamara,RB,ATL,0.0,0.0,0.0,0.0,0.0,16.0,60.0,2.0,2.0,3.0,17.0,0.0,0.0,21.7,19.7,20.7
Josh Jacobs,RB,NOR,0.0,0.0,0.0,0.0,0.0,15.0,51.0,0.0,2.0,2.0,54.0,1.0,0.0,18.5,16.5,17.5
Derrick Henry,RB,SFO,0.0,0.0,0.0,0.0,0.0,13.0,65.0,0.0,5.0,6.0,30.0,1.0,0.0,20.5,15.5,18.0
Carlos Hyde,RB,OAK,0.0,0.0,0.0,0.0,0.0,19.0,45.0,1.0,3.0,4.0,43.0,0.0,0.0,17.8,14.8,16.3
David Johnson,RB,CHI,0.0,0.0,0.0,0.0,0.0,18.0,84.0,0.0,3.0,5.0,43.0,0.0,0.0,15.7,12.7,14.2
LeSean McCoy,RB,ATL,0.0,0.0,0.0,0.0,0.0,16.0,60.0,2.0,2.0,3.0,17.0,0.0,0.0,21.7,19.7,20.7
Nick Chubb,RB,MIA,0.0,0.0,0.0,0.0,0.0,18.0,45.0,1.0,1.0,2.0,11.0,0.0,0.0,12.6,11.6,12.1
Ronald Jones,RB,JAX,0.0,0.0,0.0,0.0,0.0,9.0,44.0,1.0,1.0,1.0,11.0,0.0,0.0,12.5,11.5,12.0
Devin Singletary,RB,DEN,0.0,0.0,0.0,0.0,0.0,24.0,79.0,0.0,1.0,2.0,22.0,0.0,0.0,11.100000000000001,10.100000000000001,10.600000000000001
Leonard Fournette,RB,MIN,0.0,0.0,0.0,0.0,0.0,5.0,27.0,1.0,3.0,3.0,14.0,0.0,0.0,13.1,10.1,11.6
Le'Veon Bell,RB,KAN,0.0,0.0,0.0,0.0,0.0,17.0,64.0,0.0,2.0,2.0,32.0,0.0,0.0,11.600000000000001,9.600000000000001,10.600000000000001
Austin Ekeler,RB,SDG,0.0,0.0,0.0,0.0,0.0,17.0,70.0,0.0,4.0,4.0,19.0,0.0,0.0,12.9,8.9,10.9
Justin Jackson,RB,NOR,0.0,0.0,0.0,0.0,0.0,15.0,51.0,0.0,2.0,2.0,54.0,1.0,0.0,18.5,16.5,17.5
Duke Johnson,RB,BAL,0.0,0.0,0.0,0.0,0.0,13.0,49.0,0.0,4.0,4.0,31.0,0.0,0.0,12.0,8.0,10.0
Julian Edelman,WR,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,91.0,3.0,0.0,32.1,27.1,29.6
Robert Woods,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,113.0,2.0,0.0,28.3,23.3,25.8
Christian Kirk,WR,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,108.0,2.0,0.0,31.8,22.8,27.3
Jarvis Landry,WR,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,104.0,2.0,0.0,30.4,22.4,26.4
Parris Campbell,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,162.0,1.0,0.0,29.2,22.2,25.7
Tyreek Hill,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,162.0,1.0,0.0,29.2,22.2,25.7
Jamison Crowder,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,96.0,2.0,0.0,27.6,21.6,24.6
Marvin Jones,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,4.0,10.0,115.0,1.0,0.0,22.8,18.8,20.8
Tyler Boyd,WR,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,125.0,1.0,0.0,26.5,18.5,22.5
Alshon Jeffery,WR,SDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,119.0,1.0,0.0,23.9,17.9,20.9
Dede Westbrook,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,118.0,1.0,0.0,21.8,17.8,19.8
Albert Wilson,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,96.0,2.0,0.0,27.6,21.6,24.6
Marquez Valdes-Scantling,WR,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,109.0,1.0,0.0,21.9,16.9,19.4
Russell Gage,WR,NWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,42.0,2.0,0.0,21.2,16.2,18.7
Cordarrelle Patterson,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,76.0,1.0,0.0,14.6,13.6,14.1
Sammy Watkins,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,72.0,1.0,0.0,16.2,13.2,14.7
Michael Gallup,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,131.0,0.0,0.0,19.1,13.1,16.1
John Ross,WR,SDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,70.0,1.0,0.0,21.0,13.0,17.0
DeSean Jackson,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,4.0,10.0,115.0,1.0,0.0,22.8,18.8,20.8
Marquise Brown,WR,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,67.0,1.0,0.0,18.7,12.7,15.7
