Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,NWE,406.0,3.0,1.0,38.0,25.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.139999999999997,26.139999999999997,26.139999999999997
Dak Prescott,QB,DET,223.0,1.0,2.0,35.0,21.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,16.42,16.42,16.42
Robert Griffin,QB,GNB,246.0,3.0,0.0,23.0,18.0,3.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.24,21.24,21.24
Patrick Mahomes,QB,BAL,324.0,2.0,1.0,52.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.060000000000002,19.060000000000002,19.060000000000002
Kirk Cousins,QB,BAL,324.0,2.0,1.0,52.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.060000000000002,19.060000000000002,19.060000000000002
Russell Wilson,QB,MIN,292.0,1.0,0.0,34.0,24.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.38,17.38,17.38
Marcus Mariota,QB,DEN,334.0,1.0,0.0,51.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36,17.36,17.36
Nick Foles,QB,CIN,180.0,2.0,0.0,28.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,16.9,16.9
Tom Brady,QB,DET,223.0,1.0,2.0,35.0,21.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,16.42,16.42,16.42
Gardner Minshew,QB,IND,276.0,2.0,2.0,45.0,24.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,16.24,16.24,16.24
Philip Rivers,QB,WAS,234.0,2.0,1.0,21.0,14.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96,15.96,15.96
Derek Carr,QB,IND,276.0,2.0,2.0,45.0,24.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,16.24,16.24,16.24
Carson Wentz,QB,BUF,228.0,2.0,1.0,25.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.319999999999997,15.319999999999997,15.319999999999997
Jacoby Brissett,QB,PHI,314.0,1.0,1.0,46.0,32.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,13.060000000000002,13.060000000000002,13.060000000000002
Case Keenum,QB,CIN,180.0,2.0,0.0,28.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,16.9,16.9
Deshaun Watson,QB,SFO,133.0,1.0,0.0,26.0,15.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,11.620000000000001,11.620000000000001,11.620000000000001
