Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,DAL,289.0,3.0,0.0,35.0,24.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24.96,24.96,24.96
Dak Prescott,QB,ATL,298.0,3.0,0.0,34.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.220000000000002,24.220000000000002,24.220000000000002
Robert Griffin,QB,ARI,398.0,2.0,3.0,46.0,29.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82,20.82,20.82
Patrick Mahomes,QB,TEN,220.0,2.0,0.0,31.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.900000000000002,22.900000000000002,22.900000000000002
Kirk Cousins,QB,HOU,131.0,1.0,1.0,27.0,18.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,9.64,9.64
Russell Wilson,QB,SEA,316.0,2.0,0.0,38.0,27.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,21.04,21.04
Marcus Mariota,QB,PIT,225.0,1.0,0.0,26.0,17.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,18.5
Nick Foles,QB,WAS,322.0,2.0,0.0,53.0,30.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,20.580000000000002,20.580000000000002,20.580000000000002
Tom Brady,QB,STL,336.0,2.0,1.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.439999999999998,19.439999999999998,19.439999999999998
Gardner Minshew,QB,PIT,225.0,1.0,0.0,26.0,17.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,18.5
Philip Rivers,QB,CIN,239.0,2.0,0.0,33.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.660000000000004,15.660000000000004,15.660000000000004
Derek Carr,QB,CAR,243.0,2.0,1.0,29.0,18.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.619999999999997,15.619999999999997,15.619999999999997
Carson Wentz,QB,BAL,230.0,2.0,2.0,37.0,20.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0
Jacoby Brissett,QB,JAX,161.0,2.0,0.0,24.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.440000000000001,14.440000000000001,14.440000000000001
Case Keenum,QB,MIA,226.0,2.0,3.0,33.0,21.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,12.64,12.64
Deshaun Watson,QB,CLE,218.0,2.0,2.0,34.0,23.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.619999999999997,12.619999999999997,12.619999999999997
Matthew Stafford,QB,SDG,219.0,1.0,1.0,35.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06,11.06,11.06
Andy Dalton,QB,ARI,398.0,2.0,3.0,46.0,29.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82,20.82,20.82
Drew Brees,QB,BUF,169.0,1.0,0.0,26.0,20.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,9.86,9.86,9.86
Joe Flacco,QB,HOU,131.0,1.0,1.0,27.0,18.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,9.64,9.64
Marlon Mack,RB,SEA,0.0,0.0,0.0,0.0,0.0,25.0,119.0,2.0,3.0,6.0,16.0,0.0,0.0,28.5,25.5,27.0
Christian McCaffrey,RB,DEN,0.0,0.0,0.0,0.0,0.0,12.0,127.0,2.0,1.0,1.0,5.0,0.0,0.0,26.2,25.2,25.7
Saquon Barkley,RB,GNB,0.0,0.0,0.0,0.0,0.0,12.0,54.0,2.0,1.0,1.0,2.0,0.0,0.0,18.599999999999998,17.599999999999998,18.099999999999998
Dalvin Cook,RB,SDG,0.0,0.0,0.0,0.0,0.0,18.0,62.0,1.0,7.0,7.0,68.0,0.0,0.0,26.0,19.0,22.5
Mark Ingram,RB,DET,0.0,0.0,0.0,0.0,0.0,9.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,9.2,9.2,9.2
Todd Gurley,RB,NYJ,0.0,0.0,0.0,0.0,0.0,23.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,17.9,17.9,17.9
Alvin Kamara,RB,BUF,0.0,0.0,0.0,0.0,0.0,31.0,86.0,1.0,2.0,3.0,5.0,0.0,0.0,17.1,15.1,16.1
Josh Jacobs,RB,HOU,0.0,0.0,0.0,0.0,0.0,19.0,130.0,0.0,8.0,8.0,43.0,0.0,0.0,25.3,17.3,21.3
Derrick Henry,RB,DET,0.0,0.0,0.0,0.0,0.0,1.0,77.0,1.0,1.0,1.0,18.0,0.0,0.0,16.5,15.5,16.0
Carlos Hyde,RB,BUF,0.0,0.0,0.0,0.0,0.0,31.0,86.0,1.0,2.0,3.0,5.0,0.0,0.0,17.1,15.1,16.1
David Johnson,RB,CHI,0.0,0.0,0.0,0.0,0.0,24.0,137.0,0.0,2.0,2.0,5.0,0.0,0.0,16.2,14.2,15.2
LeSean McCoy,RB,JAX,0.0,0.0,0.0,0.0,0.0,24.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,13.2,13.2
Nick Chubb,RB,WAS,0.0,0.0,0.0,0.0,0.0,20.0,103.0,0.0,2.0,3.0,27.0,0.0,0.0,15.0,13.0,14.0
Ronald Jones,RB,PIT,0.0,0.0,0.0,0.0,0.0,17.0,54.0,1.0,1.0,1.0,16.0,0.0,0.0,14.0,13.0,13.5
Devin Singletary,RB,NWE,0.0,0.0,0.0,0.0,0.0,23.0,106.0,0.0,2.0,4.0,13.0,0.0,0.0,13.9,11.9,12.9
Leonard Fournette,RB,ATL,0.0,0.0,0.0,0.0,0.0,19.0,83.0,0.0,2.0,2.0,23.0,0.0,0.0,12.600000000000001,10.600000000000001,11.600000000000001
Le'Veon Bell,RB,CAR,0.0,0.0,0.0,0.0,0.0,18.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,10.6,10.6,10.6
Austin Ekeler,RB,GNB,0.0,0.0,0.0,0.0,0.0,12.0,54.0,2.0,1.0,1.0,2.0,0.0,0.0,18.599999999999998,17.599999999999998,18.099999999999998
Justin Jackson,RB,CLE,0.0,0.0,0.0,0.0,0.0,17.0,72.0,0.0,4.0,6.0,21.0,0.0,0.0,13.3,9.3,11.3
Duke Johnson,RB,DET,0.0,0.0,0.0,0.0,0.0,9.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,9.2,9.2,9.2
Julian Edelman,WR,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,119.0,2.0,0.0,31.9,23.9,27.9
Robert Woods,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,118.0,2.0,0.0,30.8,23.8,27.3
Christian Kirk,WR,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,126.0,1.0,0.0,26.6,18.6,22.6
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,83.0,2.0,0.0,26.3,20.3,23.3
Parris Campbell,WR,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,87.0,0.0,0.0,13.7,8.7,11.2
Tyreek Hill,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,136.0,1.0,0.0,28.6,19.6,24.1
Jamison Crowder,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,84.0,1.0,0.0,17.4,14.4,15.9
Marvin Jones,WR,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,99.0,1.0,0.0,20.9,15.9,18.4
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,85.0,1.0,0.0,17.5,14.5,16.0
Alshon Jeffery,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,84.0,1.0,0.0,17.4,14.4,15.9
Dede Westbrook,WR,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,63.0,1.0,0.0,17.3,12.3,14.8
Albert Wilson,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,59.0,1.0,0.0,18.9,11.9,15.4
Marquez Valdes-Scantling,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,116.0,0.0,0.0,19.6,11.6,15.6
Russell Gage,WR,NWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,1.0,0.0,12.5,11.5,12.0
