Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,DEN,194.0,2.0,0.0,17.0,12.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,23.259999999999998,23.259999999999998,23.259999999999998
Dak Prescott,QB,JAX,326.0,3.0,0.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.04,25.04,25.04
Robert Griffin,QB,MIN,236.0,2.0,0.0,23.0,20.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,19.439999999999998,19.439999999999998,19.439999999999998
Patrick Mahomes,QB,TAM,299.0,3.0,0.0,35.0,27.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76,25.76,25.76
Kirk Cousins,QB,CAR,242.0,4.0,0.0,31.0,20.0,14.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,31.48,31.48,31.48
Russell Wilson,QB,KAN,231.0,2.0,0.0,30.0,23.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.540000000000003,18.540000000000003,18.540000000000003
Marcus Mariota,QB,WAS,196.0,2.0,0.0,26.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.84,15.84,15.84
Nick Foles,QB,PHI,237.0,4.0,0.0,38.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.48,25.48,25.48
Tom Brady,QB,DET,237.0,2.0,0.0,33.0,25.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.38,17.38,17.38
Gardner Minshew,QB,TEN,241.0,2.0,0.0,33.0,23.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.04,18.04,18.04
Philip Rivers,QB,PIT,281.0,2.0,1.0,30.0,22.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.240000000000002,18.240000000000002,18.240000000000002
Derek Carr,QB,SFO,381.0,1.0,0.0,43.0,31.0,0.0,0.0,0.0,1.0,1.0,-6.0,0.0,0.0,19.64,18.64,19.14
Carson Wentz,QB,NOR,281.0,2.0,1.0,36.0,26.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,17.14,17.14
Jacoby Brissett,QB,NYG,434.0,3.0,1.0,57.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.36,27.36,27.36
Case Keenum,QB,BUF,224.0,1.0,0.0,29.0,17.0,6.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,23.16,23.16,23.16
Deshaun Watson,QB,LAR,120.0,2.0,1.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,10.8,10.8
Matthew Stafford,QB,BAL,288.0,1.0,0.0,42.0,26.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,21.82,21.82,21.82
Andy Dalton,QB,NWE,298.0,1.0,1.0,35.0,22.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,13.72,13.72
Drew Brees,QB,ATL,212.0,1.0,0.0,31.0,17.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,15.38,15.38
Joe Flacco,QB,OAK,171.0,2.0,0.0,38.0,21.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,17.54,17.54,17.54
Marlon Mack,RB,DEN,0.0,0.0,0.0,0.0,0.0,30.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,15.8,15.8
Christian McCaffrey,RB,KAN,0.0,0.0,0.0,0.0,0.0,24.0,155.0,1.0,7.0,9.0,51.0,1.0,0.0,39.6,32.6,36.1
Saquon Barkley,RB,ATL,0.0,0.0,0.0,0.0,0.0,22.0,126.0,1.0,5.0,7.0,68.0,0.0,0.0,30.400000000000002,25.400000000000002,27.900000000000002
Dalvin Cook,RB,PIT,0.0,0.0,0.0,0.0,0.0,24.0,117.0,1.0,5.0,6.0,48.0,0.0,0.0,27.5,22.5,25.0
Mark Ingram,RB,MIA,0.0,0.0,0.0,0.0,0.0,16.0,78.0,1.0,6.0,11.0,35.0,0.0,0.0,23.3,17.3,20.3
Todd Gurley,RB,LAC,0.0,0.0,0.0,0.0,0.0,19.0,78.0,1.0,6.0,8.0,91.0,0.0,0.0,28.9,22.9,25.9
Alvin Kamara,RB,OAK,0.0,0.0,0.0,0.0,0.0,16.0,76.0,0.0,3.0,4.0,16.0,0.0,0.0,12.2,9.2,10.7
Josh Jacobs,RB,NOR,0.0,0.0,0.0,0.0,0.0,12.0,74.0,2.0,5.0,6.0,77.0,0.0,0.0,32.099999999999994,27.099999999999998,29.599999999999998
Derrick Henry,RB,CLE,0.0,0.0,0.0,0.0,0.0,5.0,72.0,0.0,4.0,5.0,-7.0,0.0,0.0,10.5,6.5,8.5
Carlos Hyde,RB,BAL,0.0,0.0,0.0,0.0,0.0,13.0,70.0,0.0,1.0,3.0,4.0,0.0,0.0,8.4,7.4,7.9
David Johnson,RB,JAX,0.0,0.0,0.0,0.0,0.0,10.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,12.9,12.9,12.9
LeSean McCoy,RB,NWE,0.0,0.0,0.0,0.0,0.0,13.0,67.0,1.0,1.0,2.0,13.0,0.0,0.0,15.0,14.0,14.5
Nick Chubb,RB,CAR,0.0,0.0,0.0,0.0,0.0,12.0,63.0,0.0,6.0,7.0,73.0,1.0,0.0,25.6,19.6,22.6
Ronald Jones,RB,DAL,0.0,0.0,0.0,0.0,0.0,16.0,61.0,0.0,2.0,2.0,0.0,0.0,0.0,8.1,6.1,7.1
Devin Singletary,RB,ARI,0.0,0.0,0.0,0.0,0.0,17.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,6.1
Leonard Fournette,RB,TEN,0.0,0.0,0.0,0.0,0.0,18.0,59.0,0.0,1.0,1.0,4.0,0.0,0.0,7.300000000000001,6.300000000000001,6.800000000000001
Le'Veon Bell,RB,HOU,0.0,0.0,0.0,0.0,0.0,12.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5
Austin Ekeler,RB,TAM,0.0,0.0,0.0,0.0,0.0,13.0,53.0,0.0,3.0,3.0,15.0,0.0,1.0,7.8,4.8,6.3
Justin Jackson,RB,BUF,0.0,0.0,0.0,0.0,0.0,20.0,50.0,1.0,4.0,5.0,46.0,1.0,0.0,25.6,21.6,23.6
Duke Johnson,RB,PHI,0.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,2.0,2.0,40.0,0.0,0.0,10.9,8.9,9.9
