Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,NOR,349.0,5.0,0.0,40.0,29.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.06,40.06,40.06
Dak Prescott,QB,TAM,456.0,4.0,3.0,45.0,33.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,34.739999999999995,34.739999999999995,34.739999999999995
Robert Griffin,QB,CHI,244.0,3.0,1.0,31.0,23.0,10.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,32.059999999999995,32.059999999999995,32.059999999999995
Patrick Mahomes,QB,HOU,292.0,1.0,2.0,50.0,28.0,6.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,28.08,28.08,28.08
Kirk Cousins,QB,SFO,349.0,4.0,1.0,35.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.060000000000002,28.060000000000002,28.060000000000002
Russell Wilson,QB,TEN,391.0,3.0,1.0,27.0,21.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,27.54,27.54,27.54
Marcus Mariota,QB,LAC,314.0,3.0,0.0,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.560000000000002,24.560000000000002,24.560000000000002
Nick Foles,QB,DEN,309.0,3.0,1.0,27.0,22.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,23.86,23.86,23.86
Tom Brady,QB,ATL,313.0,2.0,0.0,34.0,20.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,21.32,21.32
Gardner Minshew,QB,IND,251.0,2.0,0.0,36.0,19.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,20.64,20.64,20.64
Philip Rivers,QB,OAK,262.0,2.0,0.0,34.0,25.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,20.18,20.18
Derek Carr,QB,PHI,325.0,2.0,0.0,50.0,33.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,19.9,19.9,19.9
Carson Wentz,QB,BAL,145.0,3.0,1.0,25.0,16.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,19.8,19.8
Jacoby Brissett,QB,CAR,293.0,1.0,2.0,41.0,28.0,6.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,18.119999999999997,18.119999999999997,18.119999999999997
Case Keenum,QB,DAL,334.0,1.0,0.0,49.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46,17.46,17.46
Deshaun Watson,QB,NYJ,270.0,2.0,1.0,36.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,17.1,17.1
Matthew Stafford,QB,LAR,293.0,2.0,2.0,31.0,22.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.119999999999997,16.119999999999997,16.119999999999997
Andy Dalton,QB,NYG,203.0,2.0,0.0,30.0,15.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.019999999999996,16.019999999999996,16.019999999999996
Drew Brees,QB,MIA,245.0,0.0,1.0,37.0,21.0,7.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,14.3,14.3
Joe Flacco,QB,KAN,283.0,1.0,1.0,40.0,26.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,13.92,13.92
Marlon Mack,RB,LAC,0.0,0.0,0.0,0.0,0.0,8.0,101.0,0.0,4.0,5.0,112.0,1.0,0.0,31.3,27.3,29.3
Christian McCaffrey,RB,GNB,0.0,0.0,0.0,0.0,0.0,16.0,134.0,1.0,6.0,7.0,58.0,0.0,0.0,31.2,25.2,28.2
Saquon Barkley,RB,TEN,0.0,0.0,0.0,0.0,0.0,18.0,103.0,2.0,1.0,1.0,6.0,0.0,0.0,23.900000000000002,22.900000000000002,23.400000000000002
Dalvin Cook,RB,SFO,0.0,0.0,0.0,0.0,0.0,10.0,69.0,1.0,2.0,2.0,40.0,1.0,0.0,24.9,22.9,23.9
Mark Ingram,RB,DAL,0.0,0.0,0.0,0.0,0.0,19.0,81.0,2.0,2.0,5.0,12.0,0.0,0.0,23.3,21.3,22.3
