Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,SFO,336.0,4.0,0.0,41.0,28.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,31.04,31.04,31.04
Dak Prescott,QB,OAK,310.0,2.0,1.0,43.0,21.0,12.0,85.0,1.0,0.0,0.0,0.0,0.0,1.0,30.9,30.9,30.9
Robert Griffin,QB,NOR,232.0,3.0,1.0,25.0,18.0,12.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,25.880000000000003,25.880000000000003,25.880000000000003
Patrick Mahomes,QB,MIN,231.0,2.0,1.0,19.0,15.0,7.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,24.740000000000002,24.740000000000002,24.740000000000002
Kirk Cousins,QB,DEN,235.0,3.0,0.0,40.0,27.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22.099999999999998,22.099999999999998,22.099999999999998
Russell Wilson,QB,PHI,186.0,2.0,2.0,34.0,17.0,5.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,13.34,13.34,13.34
Marcus Mariota,QB,CAR,332.0,2.0,1.0,39.0,27.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.580000000000002,19.580000000000002,19.580000000000002
Nick Foles,QB,DET,199.0,3.0,1.0,26.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.560000000000002,18.560000000000002,18.560000000000002
Tom Brady,QB,BUF,178.0,0.0,0.0,26.0,11.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,11.52,11.52
Gardner Minshew,QB,TAM,295.0,0.0,0.0,40.0,26.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0
Philip Rivers,QB,PHI,186.0,2.0,2.0,34.0,17.0,5.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,13.34,13.34,13.34
Derek Carr,QB,BUF,178.0,0.0,0.0,26.0,11.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,11.52,11.52
Carson Wentz,QB,TEN,230.0,1.0,1.0,31.0,19.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.899999999999999,12.899999999999999,12.899999999999999
Jacoby Brissett,QB,IND,334.0,1.0,3.0,54.0,31.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.059999999999999,12.059999999999999,12.059999999999999
