Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,KAN,341.0,3.0,0.0,25.0,20.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.04,27.04,27.04
Dak Prescott,QB,IND,290.0,5.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,31.6,31.6
Robert Griffin,QB,NOR,296.0,5.0,0.0,35.0,26.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,30.939999999999998,30.939999999999998,30.939999999999998
Patrick Mahomes,QB,SFO,344.0,2.0,0.0,33.0,26.0,4.0,51.0,1.0,0.0,0.0,0.0,0.0,1.0,30.86,30.86,30.86
Kirk Cousins,QB,GNB,278.0,4.0,1.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.119999999999997,25.119999999999997,25.119999999999997
Russell Wilson,QB,CIN,189.0,2.0,0.0,25.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.659999999999998,15.659999999999998,15.659999999999998
Marcus Mariota,QB,IND,9.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.26,1.26
Nick Foles,QB,NWE,228.0,2.0,0.0,34.0,22.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.819999999999997,17.819999999999997,17.819999999999997
Tom Brady,QB,TEN,295.0,2.0,0.0,41.0,26.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,24.2,24.2,24.2
Gardner Minshew,QB,BUF,168.0,2.0,0.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.719999999999999,12.719999999999999,12.719999999999999
Philip Rivers,QB,CLE,181.0,2.0,1.0,18.0,8.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,14.940000000000001,14.940000000000001,14.940000000000001
Derek Carr,QB,STL,236.0,2.0,1.0,32.0,20.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.339999999999996,15.339999999999996,15.339999999999996
Carson Wentz,QB,TAM,237.0,0.0,0.0,28.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,9.58,9.58
