Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,NWE,341.0,4.0,0.0,27.0,21.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.740000000000002,29.740000000000002,29.740000000000002
Dak Prescott,QB,KAN,233.0,4.0,0.0,32.0,22.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.12,28.12,28.12
Robert Griffin,QB,CHI,247.0,4.0,0.0,21.0,14.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,27.580000000000002,27.580000000000002,27.580000000000002
Patrick Mahomes,QB,GNB,344.0,1.0,0.0,35.0,26.0,12.0,51.0,1.0,0.0,0.0,0.0,0.0,1.0,26.86,26.86,26.86
Kirk Cousins,QB,DEN,347.0,3.0,0.0,41.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.880000000000003,25.880000000000003,25.880000000000003
Russell Wilson,QB,STL,308.0,3.0,0.0,37.0,22.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.22,24.22,24.22
Marcus Mariota,QB,PHI,333.0,2.0,1.0,44.0,29.0,9.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,23.72,23.72,23.72
Nick Foles,QB,MIA,307.0,2.0,1.0,30.0,17.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.880000000000003,17.880000000000003,17.880000000000003
Tom Brady,QB,BAL,289.0,2.0,1.0,35.0,25.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.360000000000003,17.360000000000003,17.360000000000003
Gardner Minshew,QB,NYG,226.0,2.0,0.0,24.0,14.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.939999999999998,16.939999999999998,16.939999999999998
