Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,GNB,480.0,4.0,0.0,42.0,34.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.900000000000006,34.900000000000006,34.900000000000006
Dak Prescott,QB,PHI,428.0,2.0,0.0,36.0,23.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,34.52,34.52,34.52
Robert Griffin,QB,SDG,419.0,3.0,0.0,47.0,36.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.860000000000003,29.860000000000003,29.860000000000003
Patrick Mahomes,QB,GNB,480.0,4.0,0.0,42.0,34.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.900000000000006,34.900000000000006,34.900000000000006
Kirk Cousins,QB,DET,278.0,2.0,0.0,36.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.22,17.22,17.22
Russell Wilson,QB,WAS,320.0,3.0,1.0,40.0,26.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.900000000000002,22.900000000000002,22.900000000000002
Marcus Mariota,QB,KAN,223.0,2.0,0.0,36.0,21.0,8.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,22.62,22.62,22.62
Nick Foles,QB,PHI,428.0,2.0,0.0,36.0,23.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,34.52,34.52,34.52
Tom Brady,QB,HOU,298.0,3.0,2.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.92,19.92,19.92
Gardner Minshew,QB,IND,321.0,1.0,1.0,43.0,25.0,4.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,18.64,18.64
Philip Rivers,QB,CHI,292.0,3.0,2.0,38.0,27.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,18.58,18.58,18.58
Derek Carr,QB,DET,278.0,2.0,0.0,36.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.22,17.22,17.22
Carson Wentz,QB,KAN,223.0,2.0,0.0,36.0,21.0,8.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,22.62,22.62,22.62
Jacoby Brissett,QB,CIN,280.0,1.0,0.0,45.0,25.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.2
Case Keenum,QB,TEN,148.0,2.0,0.0,30.0,17.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,14.92,14.92
Deshaun Watson,QB,MIA,319.0,1.0,0.0,34.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.86,14.86,14.86
Matthew Stafford,QB,JAX,241.0,1.0,0.0,38.0,25.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.540000000000001,14.540000000000001,14.540000000000001
Andy Dalton,QB,DAL,298.0,1.0,0.0,42.0,30.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,14.219999999999999,14.219999999999999,14.219999999999999
Drew Brees,QB,BUF,296.0,1.0,1.0,39.0,27.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,13.14,13.14,13.14
Joe Flacco,QB,BAL,211.0,1.0,0.0,33.0,22.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,13.04,13.04
Marlon Mack,RB,SEA,0.0,0.0,0.0,0.0,0.0,28.0,98.0,2.0,3.0,3.0,37.0,1.0,0.0,34.5,31.5,33.0
Christian McCaffrey,RB,GNB,0.0,0.0,0.0,0.0,0.0,20.0,132.0,1.0,4.0,5.0,36.0,0.0,0.0,26.8,22.8,24.8
Saquon Barkley,RB,DEN,0.0,0.0,0.0,0.0,0.0,13.0,93.0,2.0,3.0,3.0,14.0,0.0,0.0,25.7,22.7,24.2
Dalvin Cook,RB,SEA,0.0,0.0,0.0,0.0,0.0,28.0,98.0,2.0,3.0,3.0,37.0,1.0,0.0,34.5,31.5,33.0
Mark Ingram,RB,MIA,0.0,0.0,0.0,0.0,0.0,14.0,69.0,1.0,2.0,2.0,6.0,0.0,0.0,15.5,13.5,14.5
Todd Gurley,RB,ARI,0.0,0.0,0.0,0.0,0.0,15.0,66.0,1.0,2.0,2.0,28.0,0.0,0.0,17.4,15.399999999999999,16.4
Alvin Kamara,RB,HOU,0.0,0.0,0.0,0.0,0.0,19.0,79.0,1.0,1.0,4.0,6.0,0.0,0.0,15.5,14.5,15.0
Josh Jacobs,RB,GNB,0.0,0.0,0.0,0.0,0.0,20.0,132.0,1.0,4.0,5.0,36.0,0.0,0.0,26.8,22.8,24.8
Derrick Henry,RB,IND,0.0,0.0,0.0,0.0,0.0,15.0,65.0,1.0,3.0,3.0,19.0,0.0,0.0,17.4,14.4,15.9
Carlos Hyde,RB,CHI,0.0,0.0,0.0,0.0,0.0,20.0,88.0,0.0,10.0,11.0,73.0,0.0,1.0,24.1,14.100000000000001,19.1
David Johnson,RB,OAK,0.0,0.0,0.0,0.0,0.0,19.0,129.0,0.0,4.0,4.0,28.0,0.0,1.0,17.7,13.7,15.7
LeSean McCoy,RB,MIA,0.0,0.0,0.0,0.0,0.0,14.0,69.0,1.0,2.0,2.0,6.0,0.0,0.0,15.5,13.5,14.5
Nick Chubb,RB,HOU,0.0,0.0,0.0,0.0,0.0,19.0,79.0,1.0,1.0,4.0,6.0,0.0,0.0,15.5,14.5,15.0
Ronald Jones,RB,BUF,0.0,0.0,0.0,0.0,0.0,12.0,30.0,1.0,5.0,6.0,35.0,0.0,0.0,17.5,12.5,15.0
Devin Singletary,RB,ARI,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,2.0,2.0,42.0,1.0,0.0,14.2,12.2,13.2
Leonard Fournette,RB,WAS,0.0,0.0,0.0,0.0,0.0,13.0,107.0,0.0,2.0,2.0,13.0,0.0,0.0,14.0,12.0,13.0
Le'Veon Bell,RB,ATL,0.0,0.0,0.0,0.0,0.0,2.0,19.0,1.0,4.0,4.0,41.0,0.0,0.0,16.0,12.0,14.0
Austin Ekeler,RB,BUF,0.0,0.0,0.0,0.0,0.0,16.0,103.0,0.0,3.0,5.0,14.0,0.0,0.0,14.700000000000001,11.700000000000001,13.200000000000001
Justin Jackson,RB,BAL,0.0,0.0,0.0,0.0,0.0,19.0,57.0,1.0,1.0,1.0,-2.0,0.0,0.0,12.5,11.5,12.0
Duke Johnson,RB,HOU,0.0,0.0,0.0,0.0,0.0,9.0,93.0,0.0,3.0,4.0,8.0,0.0,0.0,13.100000000000001,10.100000000000001,11.600000000000001
Julian Edelman,WR,SDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,90.0,3.0,0.0,34.0,27.0,30.5
Robert Woods,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,193.0,1.0,0.0,34.3,25.3,29.8
Christian Kirk,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,182.0,1.0,0.0,35.2,24.2,29.7
Jarvis Landry,WR,SDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,90.0,3.0,0.0,34.0,27.0,30.5
Parris Campbell,WR,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,113.0,1.0,0.0,24.3,17.3,20.8
Tyreek Hill,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,141.0,1.0,0.0,29.1,20.1,24.6
Jamison Crowder,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,128.0,1.0,0.0,27.8,18.8,23.3
Marvin Jones,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,193.0,1.0,0.0,34.3,25.3,29.8
Tyler Boyd,WR,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,117.0,1.0,0.0,24.7,17.7,21.2
Alshon Jeffery,WR,STL,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,6.0,12.0,47.0,2.0,0.0,23.5,17.5,20.5
Dede Westbrook,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,115.0,1.0,0.0,26.5,17.5,22.0
Albert Wilson,WR,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,113.0,1.0,0.0,24.3,17.3,20.8
Marquez Valdes-Scantling,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,128.0,1.0,0.0,27.8,18.8,23.3
Russell Gage,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,178.0,0.0,1.0,26.8,15.8,21.3
Cordarrelle Patterson,WR,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,78.0,1.0,0.0,21.8,13.8,17.8
Sammy Watkins,WR,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,124.0,0.0,0.0,18.4,12.4,15.4
Michael Gallup,WR,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,62.0,1.0,0.0,15.2,12.2,13.7
John Ross,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,118.0,0.0,0.0,19.8,11.8,15.8
DeSean Jackson,WR,KAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,56.0,1.0,0.0,15.6,11.6,13.6
Marquise Brown,WR,NWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,56.0,1.0,0.0,14.6,11.6,13.1
