Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,NOR,371.0,5.0,0.0,23.0,18.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.74,34.74,34.74
Dak Prescott,QB,MIN,392.0,3.0,0.0,48.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.68,27.68,27.68
Robert Griffin,QB,GNB,348.0,3.0,0.0,39.0,28.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,24.42,24.42,24.42
Patrick Mahomes,QB,SDG,317.0,2.0,0.0,28.0,21.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08,21.08,21.08
Kirk Cousins,QB,GNB,348.0,3.0,0.0,39.0,28.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,24.42,24.42,24.42
Russell Wilson,QB,TEN,387.0,1.0,0.0,43.0,27.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20.28,20.28,20.28
Marcus Mariota,QB,DAL,309.0,2.0,0.0,29.0,18.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.259999999999998,20.259999999999998,20.259999999999998
Nick Foles,QB,WAS,231.0,2.0,2.0,37.0,22.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,19.44,19.44,19.44
Tom Brady,QB,TAM,250.0,2.0,0.0,29.0,20.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,19.4,19.4
Gardner Minshew,QB,ATL,243.0,2.0,0.0,41.0,23.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.119999999999997,18.119999999999997,18.119999999999997
Philip Rivers,QB,SFO,232.0,2.0,0.0,41.0,27.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.080000000000002,18.080000000000002,18.080000000000002
Derek Carr,QB,IND,244.0,3.0,2.0,35.0,27.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.56,17.56,17.56
Carson Wentz,QB,PIT,145.0,1.0,1.0,26.0,12.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,16.5,16.5,16.5
Jacoby Brissett,QB,HOU,284.0,2.0,2.0,42.0,31.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,13.96,13.96,13.96
Case Keenum,QB,STL,282.0,1.0,2.0,46.0,28.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,13.879999999999999,13.879999999999999,13.879999999999999
Deshaun Watson,QB,BAL,289.0,1.0,0.0,35.0,23.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.360000000000001,13.360000000000001,13.360000000000001
Matthew Stafford,QB,OAK,200.0,1.0,0.0,35.0,18.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,13.0
Andy Dalton,QB,CLE,100.0,0.0,0.0,34.0,15.0,2.0,10.0,1.0,1.0,1.0,18.0,0.0,0.0,13.8,12.8,13.3
Drew Brees,QB,PHI,260.0,1.0,1.0,35.0,21.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.200000000000001,12.200000000000001,12.200000000000001
Joe Flacco,QB,SDG,317.0,2.0,0.0,28.0,21.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08,21.08,21.08
Marlon Mack,RB,SEA,0.0,0.0,0.0,0.0,0.0,22.0,130.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0
Christian McCaffrey,RB,TEN,0.0,0.0,0.0,0.0,0.0,18.0,154.0,1.0,3.0,4.0,32.0,0.0,0.0,27.599999999999998,24.599999999999998,26.099999999999998
Saquon Barkley,RB,BUF,0.0,0.0,0.0,0.0,0.0,15.0,73.0,2.0,5.0,5.0,43.0,0.0,0.0,28.6,23.6,26.1
Dalvin Cook,RB,KAN,0.0,0.0,0.0,0.0,0.0,14.0,93.0,1.0,3.0,3.0,54.0,0.0,1.0,21.700000000000003,18.700000000000003,20.200000000000003
Mark Ingram,RB,BUF,0.0,0.0,0.0,0.0,0.0,15.0,73.0,2.0,5.0,5.0,43.0,0.0,0.0,28.6,23.6,26.1
Todd Gurley,RB,STL,0.0,0.0,0.0,0.0,0.0,23.0,89.0,1.0,5.0,5.0,27.0,0.0,0.0,22.6,17.6,20.1
Alvin Kamara,RB,DEN,0.0,0.0,0.0,0.0,0.0,19.0,88.0,1.0,2.0,3.0,19.0,0.0,0.0,18.7,16.7,17.7
Josh Jacobs,RB,MIA,0.0,0.0,1.0,1.0,0.0,27.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,15.5,15.5,15.5
Derrick Henry,RB,BAL,0.0,0.0,0.0,0.0,0.0,19.0,88.0,0.0,5.0,5.0,67.0,0.0,0.0,20.5,15.5,18.0
Carlos Hyde,RB,NOR,0.0,0.0,0.0,0.0,0.0,11.0,64.0,0.0,3.0,3.0,23.0,1.0,0.0,17.7,14.7,16.2
David Johnson,RB,NYJ,0.0,0.0,0.0,0.0,0.0,25.0,75.0,1.0,3.0,4.0,11.0,0.0,0.0,17.6,14.6,16.1
LeSean McCoy,RB,MIN,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,6.0,7.0,51.0,1.0,0.0,20.4,14.4,17.4
Nick Chubb,RB,SDG,0.0,0.0,0.0,0.0,0.0,13.0,39.0,2.0,1.0,1.0,5.0,0.0,1.0,15.399999999999999,14.399999999999999,14.899999999999999
Ronald Jones,RB,ARI,0.0,0.0,0.0,0.0,0.0,11.0,55.0,1.0,3.0,4.0,23.0,0.0,0.0,16.8,13.8,15.3
Devin Singletary,RB,HOU,0.0,0.0,0.0,0.0,0.0,11.0,56.0,1.0,3.0,3.0,20.0,0.0,0.0,16.6,13.6,15.1
Leonard Fournette,RB,DAL,0.0,0.0,0.0,0.0,0.0,7.0,68.0,1.0,2.0,2.0,1.0,0.0,0.0,14.9,12.9,13.9
Le'Veon Bell,RB,PIT,0.0,0.0,0.0,0.0,0.0,24.0,95.0,0.0,2.0,2.0,22.0,0.0,0.0,13.7,11.7,12.7
Austin Ekeler,RB,JAX,0.0,0.0,0.0,0.0,0.0,15.0,75.0,0.0,5.0,5.0,35.0,0.0,0.0,16.0,11.0,13.5
Justin Jackson,RB,ATL,0.0,0.0,0.0,0.0,0.0,6.0,22.0,0.0,2.0,2.0,28.0,1.0,0.0,13.0,11.0,12.0
Duke Johnson,RB,KAN,0.0,0.0,0.0,0.0,0.0,14.0,93.0,1.0,3.0,3.0,54.0,0.0,1.0,21.700000000000003,18.700000000000003,20.200000000000003
Julian Edelman,WR,MIN,0.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,6.0,8.0,101.0,1.0,0.0,26.6,20.6,23.6
Robert Woods,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,145.0,1.0,0.0,27.5,20.5,24.0
Christian Kirk,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,142.0,1.0,0.0,27.2,20.2,23.7
Jarvis Landry,WR,NOR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,116.0,1.0,0.0,20.6,17.6,19.1
Parris Campbell,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,142.0,1.0,0.0,27.2,20.2,23.7
Tyreek Hill,WR,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,128.0,1.0,1.0,23.8,16.8,20.3
Jamison Crowder,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,96.0,1.0,0.0,20.6,15.6,18.1
Marvin Jones,WR,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,91.0,1.0,0.0,18.1,15.1,16.6
Tyler Boyd,WR,KAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,70.0,1.0,0.0,20.0,13.0,16.5
Alshon Jeffery,WR,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,69.0,1.0,0.0,17.9,12.9,15.4
Dede Westbrook,WR,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,63.0,1.0,0.0,17.3,12.3,14.8
Albert Wilson,WR,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,62.0,1.0,0.0,19.2,12.2,15.7
Marquez Valdes-Scantling,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,57.0,1.0,0.0,16.7,11.7,14.2
Russell Gage,WR,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,129.0,0.0,1.0,17.9,10.9,14.4
Cordarrelle Patterson,WR,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,48.0,1.0,0.0,14.8,10.8,12.8
Sammy Watkins,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,41.0,1.0,0.0,12.1,10.1,11.1
Michael Gallup,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,35.0,1.0,0.0,13.5,9.5,11.5
John Ross,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,94.0,0.0,0.0,14.4,9.4,11.9
DeSean Jackson,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,31.0,1.0,0.0,12.1,9.1,10.6
Marquise Brown,WR,NOR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,116.0,1.0,0.0,20.6,17.6,19.1
