Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,ARI,241.0,2.0,0.0,24.0,17.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,21.04,21.04
Dak Prescott,QB,SFO,317.0,4.0,0.0,37.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.88,28.88,28.88
Robert Griffin,QB,BAL,163.0,1.0,0.0,23.0,17.0,16.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,28.619999999999997,28.619999999999997,28.619999999999997
Patrick Mahomes,QB,DET,406.0,3.0,1.0,41.0,26.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,24.84,24.84,24.84
Kirk Cousins,QB,TEN,331.0,1.0,2.0,39.0,27.0,4.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,23.040000000000003,23.040000000000003,23.040000000000003
Russell Wilson,QB,DET,406.0,3.0,1.0,41.0,26.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,24.84,24.84,24.84
Marcus Mariota,QB,DAL,257.0,3.0,1.0,35.0,22.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,21.48,21.48,21.48
Nick Foles,QB,MIN,220.0,3.0,0.0,38.0,19.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,21.3,21.3
Tom Brady,QB,ARI,241.0,2.0,0.0,24.0,17.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,21.04,21.04
Gardner Minshew,QB,TAM,335.0,2.0,0.0,44.0,29.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,20.2,20.2,20.2
Philip Rivers,QB,HOU,201.0,2.0,0.0,28.0,22.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,19.74,19.74,19.74
Derek Carr,QB,OAK,289.0,2.0,0.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.560000000000002,19.560000000000002,19.560000000000002
Carson Wentz,QB,BUF,160.0,1.0,0.0,20.0,14.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,17.599999999999998,17.599999999999998,17.599999999999998
Jacoby Brissett,QB,CLE,273.0,1.0,0.0,42.0,27.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17.12,17.12,17.12
Case Keenum,QB,DEN,193.0,2.0,0.0,20.0,12.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,17.02,17.02
Deshaun Watson,QB,IND,168.0,3.0,1.0,26.0,17.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,15.32,15.32,15.32
Matthew Stafford,QB,PHI,239.0,1.0,0.0,39.0,26.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,15.06,15.06
Andy Dalton,QB,KAN,275.0,1.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0
Drew Brees,QB,CAR,232.0,2.0,1.0,32.0,17.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.880000000000003,14.880000000000003,14.880000000000003
Joe Flacco,QB,NWE,285.0,1.0,1.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,13.4,13.4
Marlon Mack,RB,DEN,0.0,0.0,0.0,0.0,0.0,9.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,15.2
Christian McCaffrey,RB,OAK,0.0,0.0,0.0,0.0,0.0,28.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0
Saquon Barkley,RB,LAC,0.0,0.0,0.0,0.0,0.0,20.0,80.0,2.0,3.0,4.0,29.0,0.0,0.0,25.9,22.9,24.4
Dalvin Cook,RB,ARI,0.0,0.0,0.0,0.0,0.0,15.0,110.0,1.0,4.0,4.0,52.0,0.0,0.0,26.2,22.2,24.2
Mark Ingram,RB,BUF,0.0,0.0,0.0,0.0,0.0,20.0,95.0,1.0,3.0,4.0,45.0,0.0,0.0,23.0,20.0,21.5
Todd Gurley,RB,ARI,0.0,0.0,0.0,0.0,0.0,15.0,110.0,1.0,4.0,4.0,52.0,0.0,0.0,26.2,22.2,24.2
Alvin Kamara,RB,CHI,0.0,0.0,0.0,0.0,0.0,14.0,40.0,2.0,3.0,4.0,36.0,0.0,0.0,22.6,19.6,21.1
Josh Jacobs,RB,KAN,0.0,0.0,0.0,0.0,0.0,12.0,125.0,1.0,2.0,2.0,3.0,0.0,0.0,20.8,18.8,19.8
Derrick Henry,RB,DEN,0.0,0.0,0.0,0.0,0.0,9.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,15.2
Carlos Hyde,RB,NWE,0.0,0.0,0.0,0.0,0.0,9.0,38.0,1.0,2.0,3.0,46.0,0.0,0.0,16.4,14.4,15.4
David Johnson,RB,PHI,0.0,0.0,0.0,0.0,0.0,19.0,82.0,1.0,1.0,1.0,1.0,0.0,0.0,15.299999999999999,14.299999999999999,14.799999999999999
LeSean McCoy,RB,TAM,0.0,0.0,0.0,0.0,0.0,18.0,67.0,1.0,2.0,2.0,15.0,0.0,0.0,16.2,14.2,15.2
Nick Chubb,RB,HOU,0.0,0.0,0.0,0.0,0.0,7.0,13.0,1.0,5.0,5.0,68.0,0.0,0.0,19.1,14.1,16.6
Ronald Jones,RB,HOU,0.0,0.0,0.0,0.0,0.0,19.0,160.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,14.0
Devin Singletary,RB,DAL,0.0,0.0,0.0,0.0,0.0,23.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,13.9,13.9
Leonard Fournette,RB,DET,0.0,0.0,0.0,0.0,0.0,4.0,32.0,0.0,3.0,4.0,40.0,1.0,0.0,16.2,13.2,14.7
Le'Veon Bell,RB,WAS,0.0,0.0,0.0,0.0,0.0,18.0,108.0,0.0,1.0,1.0,22.0,0.0,0.0,14.0,13.0,13.5
Austin Ekeler,RB,BAL,0.0,0.0,0.0,0.0,0.0,15.0,115.0,0.0,2.0,3.0,29.0,0.0,1.0,14.4,12.4,13.4
Justin Jackson,RB,NYJ,0.0,0.0,0.0,0.0,0.0,17.0,66.0,0.0,8.0,9.0,55.0,0.0,0.0,20.1,12.1,16.1
Duke Johnson,RB,MIN,0.0,0.0,0.0,0.0,0.0,21.0,71.0,0.0,4.0,7.0,45.0,0.0,0.0,15.6,11.6,13.6
Julian Edelman,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,88.0,1.0,0.0,15.8,14.8,15.3
Robert Woods,WR,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,180.0,1.0,0.0,36.0,24.0,30.0
Christian Kirk,WR,KAN,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,9.0,140.0,1.0,0.0,26.5,20.5,23.5
Jarvis Landry,WR,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,132.0,1.0,0.0,23.2,19.2,21.2
Parris Campbell,WR,SEA,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,6.0,9.0,123.0,1.0,0.0,25.0,19.0,22.0
Tyreek Hill,WR,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,132.0,1.0,0.0,23.2,19.2,21.2
Jamison Crowder,WR,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,126.0,1.0,0.0,26.6,18.6,22.6
Marvin Jones,WR,SFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,112.0,1.0,0.0,24.2,17.2,20.7
Tyler Boyd,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,88.0,1.0,0.0,15.8,14.8,15.3
Alshon Jeffery,WR,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,83.0,1.0,0.0,22.3,14.3,18.3
Dede Westbrook,WR,NWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,81.0,1.0,0.0,24.1,14.1,19.1
Albert Wilson,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,80.0,1.0,0.0,18.0,14.0,16.0
Marquez Valdes-Scantling,WR,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,76.0,1.0,0.0,18.6,13.6,16.1
Russell Gage,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,6.0,64.0,1.0,0.0,16.4,13.4,14.9
Cordarrelle Patterson,WR,DEN,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,5.0,8.0,56.0,1.0,0.0,17.3,12.3,14.8
Sammy Watkins,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,57.0,1.0,0.0,15.7,11.7,13.7
Michael Gallup,WR,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,54.0,1.0,0.0,17.4,11.4,14.4
John Ross,WR,HOU,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,8.0,11.0,48.0,1.0,0.0,19.4,11.399999999999999,15.399999999999999
DeSean Jackson,WR,LAC,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,111.0,0.0,0.0,14.299999999999999,11.299999999999999,12.799999999999999
Marquise Brown,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,51.0,1.0,0.0,17.1,11.1,14.1
