Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,GNB,480.0,6.0,1.0,44.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.2,39.2,39.2
Dak Prescott,QB,DET,520.0,5.0,2.0,59.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,36.8,36.8
Robert Griffin,QB,NOR,389.0,5.0,1.0,35.0,28.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.06,34.06,34.06
Patrick Mahomes,QB,NYG,346.0,3.0,0.0,33.0,24.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.24,27.24,27.24
Kirk Cousins,QB,NWE,338.0,3.0,1.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52,23.52,23.52
Russell Wilson,QB,OAK,417.0,2.0,1.0,43.0,28.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28,23.28,23.28
Marcus Mariota,QB,SDG,310.0,3.0,1.0,26.0,19.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.099999999999998,22.099999999999998,22.099999999999998
Nick Foles,QB,PHI,335.0,3.0,1.0,39.0,24.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,21.7,21.7,21.7
Tom Brady,QB,TEN,297.0,2.0,0.0,35.0,22.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.78,19.78,19.78
Gardner Minshew,QB,SFO,213.0,1.0,0.0,30.0,20.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,18.919999999999998,18.919999999999998,18.919999999999998
Philip Rivers,QB,STL,226.0,1.0,1.0,31.0,14.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,18.84,18.84,18.84
Derek Carr,QB,BUF,307.0,2.0,4.0,46.0,29.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,15.880000000000003,15.880000000000003,15.880000000000003
Carson Wentz,QB,DAL,289.0,2.0,1.0,37.0,29.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.860000000000003,15.860000000000003,15.860000000000003
Jacoby Brissett,QB,ARI,271.0,1.0,1.0,40.0,22.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,14.739999999999998,14.739999999999998,14.739999999999998
