Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,GNB,340.0,3.0,0.0,36.0,25.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1
Dak Prescott,QB,WAS,261.0,1.0,0.0,27.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44,14.44,14.44
Robert Griffin,QB,TAM,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64
Patrick Mahomes,QB,STL,309.0,1.0,0.0,31.0,21.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.259999999999998,14.259999999999998,14.259999999999998
Kirk Cousins,QB,PHI,296.0,2.0,0.0,33.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94,19.94,19.94
Russell Wilson,QB,DEN,256.0,2.0,0.0,30.0,15.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14,19.14,19.14
Marcus Mariota,QB,CIN,193.0,4.0,2.0,26.0,18.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,18.22,18.22,18.22
Nick Foles,QB,DET,342.0,2.0,1.0,40.0,25.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,21.48,21.48,21.48
Tom Brady,QB,HOU,208.0,2.0,1.0,29.0,19.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,12.620000000000001,12.620000000000001,12.620000000000001
Gardner Minshew,QB,NYJ,183.0,1.0,0.0,29.0,19.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.120000000000001,12.120000000000001,12.120000000000001
Philip Rivers,QB,CAR,272.0,1.0,0.0,36.0,22.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,12.080000000000002,12.080000000000002,12.080000000000002
Derek Carr,QB,SEA,227.0,5.0,3.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,23.08,23.08
Carson Wentz,QB,CLE,298.0,1.0,1.0,33.0,21.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,20.520000000000003,20.520000000000003,20.520000000000003
Jacoby Brissett,QB,NOR,191.0,0.0,0.0,28.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.739999999999999,7.739999999999999,7.739999999999999
Case Keenum,QB,SFO,293.0,1.0,0.0,46.0,27.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,17.62,17.62,17.62
Deshaun Watson,QB,MIN,194.0,0.0,0.0,31.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.76,5.76,5.76
Matthew Stafford,QB,BUF,328.0,1.0,1.0,38.0,22.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,18.519999999999996,18.519999999999996,18.519999999999996
Andy Dalton,QB,BAL,264.0,1.0,0.0,41.0,23.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.360000000000001,14.360000000000001,14.360000000000001
Drew Brees,QB,MIA,168.0,0.0,0.0,26.0,17.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,13.219999999999999,13.219999999999999,13.219999999999999
Joe Flacco,QB,NYG,275.0,3.0,3.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0
Marlon Mack,RB,BUF,0.0,0.0,0.0,0.0,0.0,26.0,150.0,0.0,2.0,5.0,3.0,0.0,0.0,17.3,15.3,16.3
Christian McCaffrey,RB,WAS,0.0,0.0,0.0,0.0,0.0,16.0,124.0,1.0,3.0,4.0,27.0,0.0,0.0,24.099999999999998,21.099999999999998,22.599999999999998
Saquon Barkley,RB,DEN,0.0,0.0,0.0,0.0,0.0,27.0,123.0,0.0,2.0,4.0,19.0,0.0,0.0,16.200000000000003,14.200000000000001,15.200000000000001
Dalvin Cook,RB,PHI,0.0,0.0,0.0,0.0,0.0,8.0,117.0,2.0,4.0,6.0,47.0,1.0,0.0,38.4,34.4,36.4
Mark Ingram,RB,ARI,0.0,0.0,0.0,0.0,0.0,24.0,94.0,1.0,1.0,1.0,5.0,0.0,0.0,16.9,15.9,16.4
Todd Gurley,RB,MIA,0.0,0.0,0.0,0.0,0.0,26.0,90.0,0.0,2.0,2.0,10.0,0.0,0.0,12.0,10.0,11.0
Alvin Kamara,RB,BAL,0.0,0.0,0.0,0.0,0.0,21.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,8.6,8.6
Josh Jacobs,RB,WAS,0.0,0.0,0.0,0.0,0.0,16.0,86.0,2.0,2.0,2.0,78.0,0.0,0.0,30.400000000000002,28.400000000000002,29.400000000000002
Derrick Henry,RB,CAR,0.0,0.0,0.0,0.0,0.0,20.0,82.0,0.0,3.0,4.0,7.0,0.0,1.0,9.899999999999999,6.899999999999999,8.399999999999999
Carlos Hyde,RB,DET,0.0,0.0,0.0,0.0,0.0,17.0,81.0,1.0,5.0,6.0,44.0,0.0,0.0,23.5,18.5,21.0
David Johnson,RB,NOR,0.0,0.0,0.0,0.0,0.0,19.0,81.0,0.0,4.0,4.0,13.0,0.0,0.0,13.4,9.4,11.4
LeSean McCoy,RB,MIN,0.0,0.0,0.0,0.0,0.0,20.0,74.0,0.0,3.0,3.0,15.0,0.0,0.0,11.9,8.9,10.4
Nick Chubb,RB,JAX,0.0,0.0,0.0,0.0,0.0,21.0,74.0,0.0,1.0,1.0,-1.0,0.0,0.0,8.3,7.300000000000001,7.800000000000001
Ronald Jones,RB,NYG,0.0,0.0,0.0,0.0,0.0,14.0,64.0,0.0,4.0,4.0,14.0,0.0,0.0,11.8,7.800000000000001,9.8
Devin Singletary,RB,GNB,0.0,0.0,0.0,0.0,0.0,22.0,63.0,0.0,8.0,8.0,68.0,1.0,1.0,25.1,17.1,21.1
Leonard Fournette,RB,STL,0.0,0.0,0.0,0.0,0.0,24.0,62.0,0.0,3.0,3.0,59.0,0.0,0.0,15.100000000000001,12.100000000000001,13.600000000000001
Le'Veon Bell,RB,TEN,0.0,0.0,0.0,0.0,0.0,21.0,60.0,0.0,2.0,3.0,10.0,0.0,0.0,9.0,7.0,8.0
Austin Ekeler,RB,HOU,0.0,0.0,0.0,0.0,0.0,14.0,58.0,0.0,1.0,2.0,13.0,0.0,0.0,8.1,7.1,7.6
Justin Jackson,RB,CHI,0.0,0.0,0.0,0.0,0.0,18.0,54.0,0.0,3.0,5.0,11.0,0.0,0.0,9.5,6.5,8.0
Duke Johnson,RB,NOR,0.0,0.0,0.0,0.0,0.0,13.0,53.0,0.0,4.0,5.0,19.0,0.0,0.0,11.2,7.199999999999999,9.2
Julian Edelman,WR,MIA,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,4.0,6.0,39.0,0.0,0.0,11.8,7.8,9.8
Robert Woods,WR,MIA,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,4.0,36.0,0.0,0.0,7.4,5.4,6.4
Christian Kirk,WR,NOR,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,2.0,2.0,15.0,0.0,0.0,10.6,8.6,9.6
