Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,NOR,412.0,5.0,0.0,40.0,32.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,34.88,34.88,34.88
Dak Prescott,QB,MIA,217.0,2.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.68,14.68,14.68
Robert Griffin,QB,DEN,194.0,0.0,0.0,22.0,11.0,12.0,93.0,2.0,0.0,0.0,0.0,0.0,1.0,27.06,27.06,27.06
Patrick Mahomes,QB,NWE,320.0,2.0,0.0,34.0,23.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0
Kirk Cousins,QB,DAL,249.0,3.0,0.0,30.0,23.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,25.86,25.86,25.86
Russell Wilson,QB,CLE,226.0,1.0,0.0,31.0,18.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,13.139999999999999,13.139999999999999,13.139999999999999
Marcus Mariota,QB,PHI,274.0,1.0,1.0,22.0,15.0,5.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,22.16,22.16,22.16
Nick Foles,QB,ATL,224.0,3.0,0.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96,20.96,20.96
Tom Brady,QB,CAR,149.0,2.0,0.0,23.0,13.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,19.46,19.46,19.46
Gardner Minshew,QB,OAK,367.0,1.0,0.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,18.68,18.68
Philip Rivers,QB,BUF,316.0,2.0,3.0,47.0,31.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.34,15.34,15.34
Derek Carr,QB,ARI,313.0,1.0,1.0,46.0,28.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.219999999999999,15.219999999999999,15.219999999999999
Carson Wentz,QB,SDG,270.0,1.0,0.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,14.8,14.8
Jacoby Brissett,QB,MIA,217.0,2.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.68,14.68,14.68
Case Keenum,QB,BAL,226.0,2.0,2.0,34.0,23.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.239999999999998,14.239999999999998,14.239999999999998
Deshaun Watson,QB,MIN,120.0,2.0,1.0,31.0,14.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,14.2,14.2
Matthew Stafford,QB,STL,229.0,1.0,0.0,36.0,25.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06,14.06,14.06
Andy Dalton,QB,CLE,226.0,1.0,0.0,31.0,18.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,13.139999999999999,13.139999999999999,13.139999999999999
Drew Brees,QB,SFO,187.0,1.0,0.0,31.0,18.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68,12.68,12.68
Joe Flacco,QB,TAM,148.0,1.0,0.0,27.0,17.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,11.620000000000001,11.620000000000001,11.620000000000001
Marlon Mack,RB,BUF,0.0,0.0,0.0,0.0,0.0,12.0,91.0,1.0,9.0,12.0,76.0,1.0,0.0,37.7,28.700000000000003,33.2
Christian McCaffrey,RB,STL,0.0,0.0,0.0,0.0,0.0,18.0,71.0,0.0,9.0,10.0,72.0,0.0,0.0,23.3,14.3,18.8
Saquon Barkley,RB,MIA,0.0,0.0,0.0,0.0,0.0,25.0,203.0,1.0,1.0,1.0,6.0,0.0,1.0,25.900000000000002,24.900000000000002,25.400000000000002
Dalvin Cook,RB,SDG,0.0,0.0,0.0,0.0,0.0,26.0,90.0,2.0,2.0,2.0,19.0,0.0,0.0,24.9,22.9,23.9
