Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,TEN,132.0,1.0,0.0,8.0,6.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,13.680000000000001,13.680000000000001,13.680000000000001
Dak Prescott,QB,NYG,391.0,3.0,0.0,38.0,27.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,25.44,25.44,25.44
Robert Griffin,QB,NOR,296.0,3.0,0.0,40.0,31.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.64,23.64,23.64
Patrick Mahomes,QB,BAL,230.0,1.0,0.0,20.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.399999999999999,13.399999999999999,13.399999999999999
Kirk Cousins,QB,DAL,249.0,2.0,0.0,30.0,19.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86,17.86,17.86
Russell Wilson,QB,PHI,275.0,2.0,1.0,26.0,17.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,17.5,17.5
Marcus Mariota,QB,HOU,365.0,2.0,1.0,39.0,29.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.400000000000002,20.400000000000002,20.400000000000002
Nick Foles,QB,WAS,222.0,2.0,0.0,28.0,16.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18.880000000000003,18.880000000000003,18.880000000000003
Tom Brady,QB,TEN,154.0,1.0,0.0,19.0,11.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,10.06,10.06
Gardner Minshew,QB,PHI,32.0,0.0,0.0,2.0,1.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,8.38,8.38,8.38
Philip Rivers,QB,DEN,277.0,2.0,1.0,41.0,29.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,18.18
Derek Carr,QB,ATL,303.0,1.0,1.0,34.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.119999999999997,14.119999999999997,14.119999999999997
Carson Wentz,QB,SDG,272.0,1.0,1.0,32.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.98,12.98,12.98
Jacoby Brissett,QB,GNB,180.0,0.0,0.0,24.0,16.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,5.8,5.8
Case Keenum,QB,SEA,247.0,1.0,1.0,35.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,11.88,11.88
Deshaun Watson,QB,OAK,153.0,0.0,0.0,18.0,10.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720000000000001,7.720000000000001,7.720000000000001
Matthew Stafford,QB,CAR,197.0,1.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.879999999999999,11.879999999999999,11.879999999999999
Andy Dalton,QB,CIN,94.0,1.0,0.0,25.0,15.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,8.76,8.76
Drew Brees,QB,MIA,220.0,0.0,1.0,29.0,21.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.9,12.9,12.9
Joe Flacco,QB,PIT,201.0,0.0,0.0,32.0,18.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.239999999999998,9.239999999999998,9.239999999999998
Marlon Mack,RB,SFO,0.0,0.0,0.0,0.0,0.0,25.0,167.0,1.0,2.0,3.0,10.0,0.0,0.0,25.7,23.7,24.7
Christian McCaffrey,RB,BAL,0.0,0.0,0.0,0.0,0.0,13.0,166.0,1.0,4.0,7.0,53.0,0.0,0.0,31.900000000000002,27.900000000000002,29.900000000000002
Saquon Barkley,RB,KAN,0.0,0.0,0.0,0.0,0.0,20.0,143.0,1.0,7.0,8.0,38.0,0.0,0.0,31.1,24.1,27.6
Dalvin Cook,RB,GNB,0.0,0.0,0.0,0.0,0.0,20.0,137.0,2.0,2.0,2.0,7.0,0.0,0.0,28.4,26.4,27.4
