Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,MIN,335.0,3.0,1.0,38.0,23.0,7.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,33.6,33.6,33.6
Dak Prescott,QB,SFO,402.0,2.0,0.0,44.0,36.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58,25.58,25.58
Robert Griffin,QB,GNB,290.0,3.0,0.0,38.0,26.0,5.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,22.900000000000002,22.900000000000002,22.900000000000002
Patrick Mahomes,QB,IND,206.0,1.0,0.0,28.0,21.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,20.240000000000002,20.240000000000002,20.240000000000002
Kirk Cousins,QB,TAM,256.0,2.0,2.0,38.0,18.0,7.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,20.040000000000003,20.040000000000003,20.040000000000003
Russell Wilson,QB,SDG,259.0,2.0,1.0,43.0,23.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,15.66,15.66,15.66
Marcus Mariota,QB,BUF,193.0,1.0,0.0,25.0,15.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,14.719999999999999,14.719999999999999,14.719999999999999
Nick Foles,QB,STL,316.0,2.0,3.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64,14.64,14.64
Tom Brady,QB,CAR,139.0,2.0,0.0,27.0,12.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.059999999999999,14.059999999999999,14.059999999999999
Gardner Minshew,QB,SEA,177.0,2.0,1.0,30.0,19.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18,13.18,13.18
Philip Rivers,QB,CIN,171.0,0.0,1.0,22.0,10.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,12.04,12.04,12.04
Derek Carr,QB,ARI,266.0,1.0,2.0,43.0,23.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,11.24,11.24
Carson Wentz,QB,JAX,170.0,1.0,0.0,28.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0
Jacoby Brissett,QB,KAN,160.0,0.0,0.0,28.0,14.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,10.2,10.2
Case Keenum,QB,NOR,285.0,0.0,0.0,35.0,24.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,10.1,10.1,10.1
Deshaun Watson,QB,DEN,234.0,0.0,0.0,34.0,22.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,9.76,9.76
Matthew Stafford,QB,PIT,175.0,0.0,0.0,21.0,11.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,8.9,8.9
Andy Dalton,QB,NWE,156.0,0.0,0.0,26.0,13.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.640000000000001,7.640000000000001,7.640000000000001
