Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,PHI,333.0,4.0,0.0,28.0,20.0,8.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,49.32,49.32,49.32
Dak Prescott,QB,MIA,64.0,1.0,0.0,6.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0600000000000005,7.0600000000000005,7.0600000000000005
Robert Griffin,QB,TAM,241.0,2.0,0.0,24.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,17.54,17.54,17.54
Patrick Mahomes,QB,JAX,342.0,2.0,0.0,31.0,24.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18,25.18,25.18
Kirk Cousins,QB,DEN,296.0,4.0,0.0,34.0,22.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.74,27.74,27.74
Russell Wilson,QB,DAL,327.0,3.0,1.0,22.0,13.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.279999999999998,23.279999999999998,23.279999999999998
Marcus Mariota,QB,HOU,314.0,2.0,0.0,32.0,22.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,21.96,21.96,21.96
Nick Foles,QB,DEN,3.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.32,10.32,10.32
Tom Brady,QB,NWE,350.0,3.0,0.0,43.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,26.3,26.3
Gardner Minshew,QB,SFO,356.0,1.0,0.0,28.0,17.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,19.44,19.44
Philip Rivers,QB,KAN,469.0,4.0,0.0,53.0,33.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,33.06,33.06,33.06
Derek Carr,QB,SEA,333.0,1.0,0.0,34.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32,17.32,17.32
Carson Wentz,QB,ATL,316.0,3.0,0.0,50.0,32.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,25.14,25.14
Jacoby Brissett,QB,BAL,215.0,3.0,1.0,34.0,22.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.900000000000002,19.900000000000002,19.900000000000002
Case Keenum,QB,PIT,387.0,3.0,1.0,49.0,30.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,26.68,26.68,26.68
Deshaun Watson,QB,STL,251.0,1.0,0.0,42.0,30.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.139999999999999,15.139999999999999,15.139999999999999
Matthew Stafford,QB,MIA,240.0,1.0,1.0,28.0,19.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,11.9,11.9
Andy Dalton,QB,CLE,205.0,1.0,0.0,31.0,18.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.299999999999999,13.299999999999999,13.299999999999999
Drew Brees,QB,NYG,373.0,2.0,2.0,48.0,33.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.62,20.62,20.62
Joe Flacco,QB,CHI,237.0,3.0,2.0,35.0,22.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,19.88,19.88
Marlon Mack,RB,BUF,0.0,0.0,0.0,0.0,0.0,25.0,133.0,1.0,6.0,7.0,37.0,1.0,1.0,33.0,27.0,30.0
Christian McCaffrey,RB,TEN,0.0,0.0,0.0,0.0,0.0,17.0,117.0,1.0,1.0,3.0,7.0,0.0,0.0,19.4,18.4,18.9
Saquon Barkley,RB,PHI,0.0,0.0,0.0,0.0,0.0,11.0,109.0,1.0,1.0,1.0,15.0,0.0,0.0,19.4,18.4,18.9
Dalvin Cook,RB,DEN,0.0,0.0,0.0,0.0,0.0,22.0,106.0,0.0,3.0,3.0,50.0,1.0,0.0,24.6,21.6,23.1
Mark Ingram,RB,CAR,0.0,0.0,0.0,0.0,0.0,23.0,100.0,0.0,3.0,4.0,13.0,0.0,1.0,12.3,9.3,10.8
