Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,SEA,452.0,4.0,1.0,41.0,26.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,35.08,35.08,35.08
Dak Prescott,QB,SFO,167.0,1.0,2.0,36.0,17.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,10.68,10.68
Robert Griffin,QB,CIN,243.0,2.0,0.0,29.0,17.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,18.72,18.72
Patrick Mahomes,QB,NYJ,257.0,2.0,0.0,33.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.28,18.28,18.28
Kirk Cousins,QB,DET,423.0,0.0,0.0,45.0,27.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.020000000000003,18.020000000000003,18.020000000000003
Russell Wilson,QB,NWE,333.0,1.0,0.0,47.0,32.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.52,17.52,17.52
Marcus Mariota,QB,MIN,288.0,2.0,1.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.52,17.52,17.52
Nick Foles,QB,IND,233.0,2.0,1.0,39.0,25.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.920000000000002,15.920000000000002,15.920000000000002
Tom Brady,QB,IND,233.0,2.0,1.0,39.0,25.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.920000000000002,15.920000000000002,15.920000000000002
Gardner Minshew,QB,ATL,254.0,2.0,0.0,29.0,18.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,15.86,15.86,15.86
Philip Rivers,QB,LAC,212.0,1.0,1.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48,10.48,10.48
Derek Carr,QB,CLE,179.0,0.0,0.0,34.0,18.0,5.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,14.96,14.96,14.96
Carson Wentz,QB,SFO,167.0,1.0,2.0,36.0,17.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,10.68,10.68
Jacoby Brissett,QB,KAN,202.0,1.0,0.0,31.0,14.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,13.379999999999999,13.379999999999999,13.379999999999999
Case Keenum,QB,CAR,154.0,1.0,1.0,32.0,18.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56,12.56,12.56
Deshaun Watson,QB,OAK,313.0,1.0,2.0,49.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,12.52,12.52
