x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0.7999999999999972,0.0,-3.0900000000000034,3.049999999999997,2.3666666666666742,0.0,0.0,0.0,0.0,5.899999999999999,7.500000000000007,0.0,-4.106666666666662,0.0,-1.5,0.0
7.259999999999998,0.0,0.0,0.0,-8.430000000000007,2.3000000000000043,2.3000000000000043,-1.057142857142857,-1.460000000000008,-0.3133333333333397,7.0,-2.357142857142861,-0.15500000000000114,0.0,-1.0,-0.17500000000001137
-0.3571428571428541,-0.10000000000000142,-6.3500000000000085,1.7666666666666586,-5.550000000000004,0.0,-2.2266666666666595,1.9666666666666615,0.0,-1.6133333333333368,-12.186666666666653,-8.497142857142855,4.5,0.5933333333333408,0.8499999999999943,0.0
-1.4333333333333371,0.0,3.5333333333333314,-6.31333333333334,1.7999999999999972,1.5,-0.625,1.4571428571428555,0.0,4.066666666666663,7.6499999999999915,3.7133333333333383,0.0,0.0,-23.16666666666667,3.710000000000001
-0.3571428571428541,0.0,2.75,0.0,2.3999999999999915,1.5,0.6428571428571459,-0.6371428571428552,-2.125,-0.04285714285714448,2.626666666666658,0.0,0.05000000000000426,-7.899999999999999,4.52000000000001,-25.949999999999996
-2.7428571428571473,0.0,6.519999999999996,6.433333333333344,-2.8500000000000085,0.0,-0.24285714285714022,1.0999999999999943,0.0,0.0,0.8333333333333357,-11.725000000000001,13.14,-11.842857142857149,0.0,0.0
0.033333333333338544,1.5600000000000023,3.0333333333333243,0.0,0.0,0.1666666666666643,0.0,-0.4571428571428555,0.0,-6.7066666666666634,-0.3333333333333357,0.0,-0.04285714285714448,2.6999999999999957,0.0,4.799999999999997
0.0,0.06666666666666288,-5.4571428571428555,2.2666666666666586,-7.900000000000006,0.0,-0.6749999999999972,0.9571428571428484,19.000000000000014,-7.366666666666667,2.9000000000000057,-1.2571428571428456,-3.4666666666666615,-4.133333333333333,-2.066666666666663,0.45000000000000284
-4.205000000000005,0.5171428571428578,-2.6666666666666643,7.699999999999996,-1.3549999999999969,-4.050000000000004,0.15000000000000568,1.9000000000000057,0.23714285714284955,-0.5499999999999972,2.2333333333333343,-2.4666666666666615,-5.149999999999999,-9.074999999999996,0.0,3.75
0.0,-0.24285714285714022,0.0,0.0,0.3400000000000034,0.0,8.840000000000003,0.0,0.0,-7.253333333333337,-2.0533333333333346,0.0,-0.19999999999998863,0.0,21.1,-14.024999999999991
0.9571428571428555,0.4933333333333394,3.5500000000000114,-6.933333333333323,-1.0333333333333385,0.0,0.0,0.0,-0.6500000000000057,0.0,0.0,0.0,0.0,1.2899999999999991,2.8499999999999943,0.28999999999999204
0.05714285714285694,1.3000000000000043,-0.22500000000000142,-2.2250000000000014,2.2333333333333343,0.0,-0.6999999999999957,-1.375,6.039999999999999,-2.9466666666666654,0.6571428571428513,2.133333333333333,0.0,3.6000000000000014,-2.7749999999999915,5.099999999999994
-0.5749999999999957,0.0,0.15714285714285836,0.0,0.9000000000000057,2.0,0.0,0.10285714285713965,-0.5249999999999915,0.2971428571428518,-0.125,-0.1428571428571459,-13.55714285714285,0.0,5.8999999999999915,-5.124999999999993
6.066666666666663,-8.700000000000003,2.8500000000000014,1.5666666666666629,0.0,-3.200000000000003,0.0,3.1866666666666603,-9.133333333333333,-6.049999999999997,-4.7171428571428535,-10.025000000000006,2.1999999999999957,-8.066666666666663,1.1499999999999986,5.730000000000004
0.0,3.1999999999999957,1.8499999999999943,-0.3333333333333357,-2.450000000000003,-0.29999999999999716,6.699999999999996,-3.6999999999999957,0.0,0.0,-0.8333333333333357,-1.2333333333333414,3.8999999999999986,0.0,0.6499999999999986,1.0999999999999943
-4.257142857142853,2.999999999999993,-0.3333333333333286,0.0,0.0,1.0,-6.766666666666659,-5.200000000000003,0.29999999999999716,-5.159999999999997,0.4999999999999929,-5.553333333333335,-0.7666666666666586,3.5,10.86999999999999,0.9200000000000017
1.3500000000000014,0.06666666666666998,0.0,-1.6799999999999926,0.45000000000000284,0.0,11.14,0.14000000000000057,13.280000000000001,3.6499999999999986,1.3666666666666742,0.0,13.200000000000003,-0.7999999999999972,-2.7750000000000057,4.966666666666669
0.0,0.0,-5.400000000000006,0.0,-1.9666666666666686,0.5000000000000071,0.0,0.0,0.0,0.0,0.0,-6.339999999999996,-3.950000000000003,0.0,11.319999999999993,0.0
0.0,2.1500000000000057,-3.4171428571428564,3.56666666666667,2.63333333333334,0.7428571428571473,0.1666666666666643,0.2666666666666586,-0.057142857142849834,0.125,1.7666666666666586,2.1799999999999926,-0.1666666666666643,0.0,4.470000000000013,0.0
0.0,0.0,0.36666666666665293,1.0,0.0,-35.95,0.10000000000000853,1.6500000000000057,0.0,-0.0899999999999963,-12.134999999999991,1.5371428571428538,15.700000000000003,-0.05714285714285694,0.0,-2.1571428571428584
