Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,IND,458.0,4.0,1.0,33.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.42,38.42,38.42
Dak Prescott,QB,MIN,284.0,4.0,0.0,29.0,19.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,32.06,32.06,32.06
Robert Griffin,QB,IND,458.0,4.0,1.0,33.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.42,38.42,38.42
Patrick Mahomes,QB,STL,450.0,3.0,2.0,39.0,29.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0
Kirk Cousins,QB,STL,313.0,2.0,1.0,32.0,18.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.12,19.12,19.12
Russell Wilson,QB,SEA,341.0,2.0,1.0,43.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.740000000000002,25.740000000000002,25.740000000000002
Marcus Mariota,QB,DEN,246.0,2.0,0.0,30.0,17.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,25.34,25.34,25.34
Nick Foles,QB,DEN,284.0,2.0,1.0,34.0,24.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,24.86,24.86,24.86
Tom Brady,QB,MIN,299.0,2.0,0.0,44.0,27.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,24.66,24.66,24.66
Gardner Minshew,QB,MIN,299.0,2.0,0.0,44.0,27.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.36,22.36,22.36
Philip Rivers,QB,SEA,341.0,2.0,1.0,43.0,27.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,22.240000000000002,22.240000000000002,22.240000000000002
Derek Carr,QB,NYJ,279.0,2.0,0.0,33.0,23.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86,20.86,20.86
Carson Wentz,QB,SDG,199.0,1.0,0.0,22.0,13.0,3.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,20.46,20.46,20.46
Jacoby Brissett,QB,SEA,341.0,2.0,1.0,43.0,27.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,22.240000000000002,22.240000000000002,22.240000000000002
Case Keenum,QB,STL,313.0,2.0,1.0,32.0,18.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.12,19.12,19.12
Deshaun Watson,QB,SEA,191.0,2.0,1.0,27.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.740000000000002,19.740000000000002,19.740000000000002
Matthew Stafford,QB,STL,313.0,2.0,1.0,32.0,18.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.52,19.52,19.52
Andy Dalton,QB,DET,346.0,2.0,1.0,49.0,33.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,19.14,19.14,19.14
Drew Brees,QB,STL,313.0,2.0,1.0,32.0,18.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.12,19.12,19.12
Joe Flacco,QB,DEN,246.0,2.0,0.0,30.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,17.84,17.84
Marlon Mack,RB,KAN,0.0,0.0,0.0,0.0,0.0,17.0,46.0,1.0,8.0,10.0,115.0,1.0,0.0,36.1,28.1,32.1
Christian McCaffrey,RB,DAL,0.0,0.0,0.0,0.0,0.0,29.0,149.0,1.0,5.0,5.0,46.0,0.0,0.0,30.5,25.5,28.0
Saquon Barkley,RB,KAN,0.0,0.0,0.0,0.0,0.0,17.0,46.0,1.0,8.0,10.0,115.0,1.0,0.0,36.1,28.1,32.1
Dalvin Cook,RB,CHI,0.0,0.0,0.0,0.0,0.0,26.0,108.0,2.0,3.0,4.0,4.0,0.0,0.0,26.2,23.2,24.7
Mark Ingram,RB,STL,0.0,0.0,0.0,0.0,0.0,10.0,29.0,1.0,4.0,4.0,51.0,0.0,0.0,18.0,14.0,16.0
Todd Gurley,RB,NOR,0.0,0.0,0.0,0.0,0.0,28.0,140.0,1.0,1.0,1.0,14.0,0.0,0.0,22.4,21.4,21.9
Alvin Kamara,RB,BUF,0.0,0.0,0.0,0.0,0.0,18.0,79.0,2.0,1.0,1.0,7.0,0.0,0.0,21.599999999999998,20.599999999999998,21.099999999999998
Josh Jacobs,RB,HOU,0.0,0.0,0.0,0.0,0.0,17.0,103.0,1.0,5.0,9.0,42.0,0.0,0.0,25.5,20.5,23.0
Derrick Henry,RB,NYJ,0.0,0.0,0.0,0.0,0.0,28.0,153.0,0.0,4.0,5.0,47.0,0.0,0.0,24.0,20.0,22.0
Carlos Hyde,RB,WAS,0.0,0.0,0.0,0.0,0.0,26.0,118.0,1.0,1.0,2.0,5.0,0.0,0.0,19.3,18.3,18.8
David Johnson,RB,NYJ,0.0,0.0,0.0,0.0,0.0,28.0,153.0,0.0,2.0,2.0,22.0,0.0,0.0,19.5,17.5,18.5
LeSean McCoy,RB,NWE,0.0,0.0,0.0,0.0,0.0,14.0,116.0,1.0,1.0,2.0,18.0,0.0,1.0,18.400000000000002,17.400000000000002,17.900000000000002
Nick Chubb,RB,TEN,0.0,0.0,0.0,0.0,0.0,21.0,89.0,1.0,3.0,4.0,16.0,0.0,0.0,19.5,16.5,18.0
Ronald Jones,RB,NYJ,0.0,0.0,0.0,0.0,0.0,28.0,153.0,0.0,2.0,2.0,22.0,0.0,0.0,19.5,17.5,18.5
Devin Singletary,RB,STL,0.0,0.0,0.0,0.0,0.0,10.0,29.0,1.0,4.0,4.0,51.0,0.0,0.0,18.0,14.0,16.0
Leonard Fournette,RB,CLE,0.0,0.0,0.0,0.0,0.0,26.0,131.0,0.0,3.0,4.0,23.0,0.0,0.0,18.4,15.399999999999999,16.9
Le'Veon Bell,RB,ATL,0.0,0.0,0.0,0.0,0.0,25.0,132.0,0.0,3.0,3.0,20.0,0.0,0.0,18.2,15.2,16.7
Austin Ekeler,RB,DEN,0.0,0.0,0.0,0.0,0.0,12.0,49.0,1.0,4.0,5.0,32.0,0.0,0.0,18.1,14.100000000000001,16.1
Justin Jackson,RB,STL,0.0,0.0,0.0,0.0,0.0,10.0,29.0,1.0,4.0,4.0,51.0,0.0,0.0,18.0,14.0,16.0
Duke Johnson,RB,MIN,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,2.0,72.0,1.0,0.0,15.600000000000001,13.600000000000001,14.600000000000001
