Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,NWE,447.0,3.0,0.0,39.0,30.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,30.779999999999998,30.779999999999998,30.779999999999998
Dak Prescott,QB,PHI,333.0,2.0,1.0,46.0,25.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,24.82,24.82,24.82
Robert Griffin,QB,DEN,231.0,4.0,1.0,32.0,22.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,22.64,22.64,22.64
Patrick Mahomes,QB,NOR,356.0,2.0,0.0,45.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.240000000000002,22.240000000000002,22.240000000000002
Kirk Cousins,QB,OAK,230.0,3.0,0.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,21.2,21.2
Russell Wilson,QB,GNB,343.0,2.0,1.0,50.0,33.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,18.52,18.52,18.52
Marcus Mariota,QB,HOU,125.0,0.0,0.0,24.0,15.0,5.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,17.7,17.7,17.7
Nick Foles,QB,PIT,243.0,2.0,0.0,35.0,23.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.52,17.52,17.52
Tom Brady,QB,LAC,331.0,1.0,0.0,39.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.240000000000002,17.240000000000002,17.240000000000002
Gardner Minshew,QB,KAN,251.0,1.0,0.0,28.0,21.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14,16.14,16.14
Philip Rivers,QB,DAL,238.0,2.0,2.0,50.0,30.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,15.919999999999998,15.919999999999998,15.919999999999998
Derek Carr,QB,ARI,332.0,1.0,1.0,36.0,19.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.880000000000003,15.880000000000003,15.880000000000003
Carson Wentz,QB,NYJ,166.0,2.0,0.0,24.0,16.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,15.740000000000002,15.740000000000002,15.740000000000002
Jacoby Brissett,QB,SEA,198.0,1.0,0.0,39.0,23.0,12.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,15.32,15.32,15.32
Case Keenum,QB,ATL,252.0,1.0,0.0,28.0,19.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88,14.88,14.88
Deshaun Watson,QB,BAL,217.0,2.0,1.0,34.0,25.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.579999999999998,14.579999999999998,14.579999999999998
Matthew Stafford,QB,DET,122.0,2.0,0.0,21.0,15.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,13.18,13.18,13.18
Andy Dalton,QB,MIA,230.0,1.0,0.0,33.0,24.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1,13.1
Drew Brees,QB,TEN,215.0,1.0,1.0,27.0,15.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0
Joe Flacco,QB,TAM,204.0,1.0,0.0,30.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46,12.46,12.46
Marlon Mack,RB,DEN,0.0,0.0,0.0,0.0,0.0,25.0,118.0,1.0,3.0,3.0,36.0,1.0,0.0,30.400000000000002,27.400000000000002,28.900000000000002
Christian McCaffrey,RB,LAR,0.0,0.0,0.0,0.0,0.0,16.0,88.0,1.0,3.0,4.0,48.0,1.0,1.0,26.6,23.6,25.1
Saquon Barkley,RB,GNB,0.0,0.0,0.0,0.0,0.0,10.0,35.0,1.0,6.0,7.0,75.0,1.0,0.0,29.0,23.0,26.0
Dalvin Cook,RB,KAN,0.0,0.0,0.0,0.0,0.0,13.0,81.0,2.0,3.0,3.0,28.0,0.0,0.0,25.900000000000002,22.900000000000002,24.400000000000002
Mark Ingram,RB,WAS,0.0,0.0,0.0,0.0,0.0,3.0,77.0,2.0,3.0,7.0,29.0,0.0,0.0,25.599999999999998,22.599999999999998,24.099999999999998
Todd Gurley,RB,ATL,0.0,0.0,0.0,0.0,0.0,19.0,84.0,2.0,2.0,2.0,16.0,0.0,0.0,24.0,22.0,23.0
Alvin Kamara,RB,OAK,0.0,0.0,0.0,0.0,0.0,6.0,58.0,1.0,2.0,2.0,51.0,0.0,0.0,18.9,16.9,17.9
Josh Jacobs,RB,BAL,0.0,0.0,0.0,0.0,0.0,14.0,66.0,0.0,5.0,6.0,35.0,1.0,0.0,21.1,16.1,18.6
Derrick Henry,RB,TEN,0.0,0.0,0.0,0.0,0.0,14.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,15.2
Carlos Hyde,RB,SFO,0.0,0.0,0.0,0.0,0.0,15.0,124.0,0.0,3.0,6.0,19.0,0.0,0.0,17.3,14.3,15.8
David Johnson,RB,LAC,0.0,0.0,0.0,0.0,0.0,9.0,13.0,1.0,7.0,8.0,65.0,0.0,0.0,20.8,13.8,17.3
LeSean McCoy,RB,NWE,0.0,0.0,0.0,0.0,0.0,18.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,12.9,12.9,12.9
Nick Chubb,RB,TAM,0.0,0.0,0.0,0.0,0.0,19.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,12.7,12.7,12.7
Ronald Jones,RB,MIA,0.0,0.0,0.0,0.0,0.0,28.0,122.0,0.0,2.0,2.0,4.0,0.0,0.0,14.6,12.6,13.6
Devin Singletary,RB,JAX,0.0,0.0,0.0,0.0,0.0,14.0,40.0,1.0,2.0,5.0,21.0,0.0,0.0,14.1,12.1,13.1
Leonard Fournette,RB,OAK,0.0,0.0,0.0,0.0,0.0,12.0,45.0,1.0,1.0,2.0,4.0,0.0,0.0,11.9,10.9,11.4
Le'Veon Bell,RB,IND,0.0,0.0,0.0,0.0,0.0,14.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,10.6,10.6,10.6
Austin Ekeler,RB,ATL,0.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,2.0,2.0,3.0,1.0,0.0,12.5,10.5,11.5
Justin Jackson,RB,BAL,0.0,0.0,0.0,0.0,0.0,8.0,22.0,1.0,2.0,2.0,23.0,0.0,0.0,12.5,10.5,11.5
Duke Johnson,RB,NWE,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,4.0,41.0,1.0,0.0,13.399999999999999,10.399999999999999,11.899999999999999
Julian Edelman,WR,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,80.0,3.0,0.0,32.0,26.0,29.0
Robert Woods,WR,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,64.0,2.0,0.0,22.4,18.4,20.4
Christian Kirk,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,62.0,2.0,0.0,24.2,18.2,21.2
Jarvis Landry,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,120.0,1.0,0.0,23.0,18.0,20.5
Parris Campbell,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,99.0,1.0,0.0,23.9,15.9,19.9
Tyreek Hill,WR,PIT,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,4.0,91.0,1.0,0.0,18.8,15.8,17.3
Jamison Crowder,WR,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,93.0,1.0,0.0,22.3,15.3,18.8
Marvin Jones,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,92.0,1.0,0.0,22.2,15.2,18.7
Tyler Boyd,WR,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,82.0,1.0,0.0,18.2,14.2,16.2
Alshon Jeffery,WR,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,82.0,1.0,0.0,20.2,14.2,17.2
Dede Westbrook,WR,NWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,78.0,1.0,0.0,18.8,13.8,16.3
Albert Wilson,WR,OAK,0.0,0.0,0.0,0.0,0.0,3.0,57.0,1.0,1.0,1.0,6.0,0.0,0.0,13.299999999999999,12.299999999999999,12.799999999999999
Marquez Valdes-Scantling,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,59.0,1.0,0.0,18.9,11.9,15.4
Russell Gage,WR,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,57.0,1.0,0.0,15.7,11.7,13.7
Cordarrelle Patterson,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,108.0,0.0,0.0,15.8,10.8,13.3
Sammy Watkins,WR,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,100.0,0.0,0.0,19.0,10.0,14.5
Michael Gallup,WR,CLE,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,11.0,95.0,0.0,0.0,16.9,9.9,13.4
John Ross,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,37.0,1.0,0.0,11.7,9.7,10.7
DeSean Jackson,WR,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,31.0,1.0,0.0,13.1,9.1,11.1
Marquise Brown,WR,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,30.0,1.0,0.0,11.0,9.0,10.0
