Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,KAN,368.0,4.0,0.0,35.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.02,31.02,31.02
Dak Prescott,QB,DET,292.0,4.0,1.0,41.0,29.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08,27.08,27.08
Robert Griffin,QB,MIN,346.0,3.0,0.0,32.0,27.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.54,25.54,25.54
Patrick Mahomes,QB,DEN,219.0,2.0,1.0,28.0,17.0,6.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.659999999999997,22.659999999999997,22.659999999999997
Kirk Cousins,QB,TEN,256.0,0.0,0.0,41.0,25.0,3.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,18.840000000000003,18.840000000000003,18.840000000000003
Russell Wilson,QB,BUF,224.0,2.0,1.0,28.0,16.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,18.76,18.76,18.76
Marcus Mariota,QB,OAK,262.0,2.0,0.0,32.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,18.68,18.68
Nick Foles,QB,CLE,222.0,1.0,1.0,30.0,20.0,5.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,18.580000000000002,18.580000000000002,18.580000000000002
Tom Brady,QB,ATL,321.0,1.0,0.0,30.0,21.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.94,17.94,17.94
Gardner Minshew,QB,LAC,192.0,3.0,1.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,17.68,17.68
Philip Rivers,QB,DAL,268.0,1.0,0.0,39.0,24.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,17.12,17.12,17.12
