Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,GNB,341.0,3.0,0.0,36.0,22.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,28.84,28.84,28.84
Dak Prescott,QB,HOU,211.0,2.0,1.0,30.0,20.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.139999999999997,14.139999999999997,14.139999999999997
Robert Griffin,QB,SEA,178.0,2.0,0.0,32.0,20.0,8.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,22.22,22.22
Patrick Mahomes,QB,CIN,220.0,3.0,0.0,22.0,16.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0
Kirk Cousins,QB,TAM,288.0,2.0,0.0,23.0,15.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,20.32,20.32
Russell Wilson,QB,IND,303.0,2.0,1.0,39.0,23.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,19.619999999999997,19.619999999999997,19.619999999999997
Marcus Mariota,QB,CAR,292.0,2.0,2.0,37.0,23.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,18.68,18.68
Nick Foles,QB,MIA,240.0,2.0,0.0,34.0,26.0,4.0,16.0,0.0,1.0,1.0,-4.0,0.0,1.0,17.800000000000004,16.800000000000004,17.300000000000004
Tom Brady,QB,TEN,263.0,2.0,1.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52,16.52,16.52
Gardner Minshew,QB,ARI,306.0,2.0,2.0,32.0,21.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.840000000000003,15.840000000000003,15.840000000000003
Philip Rivers,QB,DEN,389.0,1.0,2.0,54.0,34.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.46,15.46,15.46
Derek Carr,QB,CLE,330.0,1.0,1.0,50.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,15.3,15.3
Carson Wentz,QB,ATL,268.0,1.0,0.0,45.0,31.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.120000000000001,15.120000000000001,15.120000000000001
Jacoby Brissett,QB,TAM,288.0,2.0,0.0,23.0,15.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,20.32,20.32
Case Keenum,QB,HOU,211.0,2.0,1.0,30.0,20.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.139999999999997,14.139999999999997,14.139999999999997
Deshaun Watson,QB,DEN,389.0,1.0,2.0,54.0,34.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.46,15.46,15.46
Matthew Stafford,QB,NWE,257.0,2.0,2.0,30.0,19.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.080000000000002,14.080000000000002,14.080000000000002
Andy Dalton,QB,PHI,346.0,2.0,2.0,44.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.84,13.84,13.84
Drew Brees,QB,STL,220.0,1.0,0.0,29.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.8,12.8,13.3
Joe Flacco,QB,TAM,288.0,2.0,0.0,23.0,15.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,20.32,20.32
Marlon Mack,RB,NWE,0.0,0.0,0.0,0.0,0.0,37.0,201.0,4.0,0.0,0.0,0.0,0.0,0.0,44.1,44.1,44.1
Christian McCaffrey,RB,NOR,0.0,0.0,0.0,0.0,0.0,23.0,67.0,0.0,7.0,7.0,30.0,0.0,0.0,16.7,9.7,13.2
Saquon Barkley,RB,KAN,0.0,0.0,0.0,0.0,0.0,20.0,159.0,2.0,2.0,2.0,19.0,0.0,1.0,29.799999999999997,27.799999999999997,28.799999999999997
Dalvin Cook,RB,GNB,0.0,0.0,0.0,0.0,0.0,10.0,69.0,1.0,3.0,4.0,45.0,1.0,0.0,26.4,23.4,24.9
Mark Ingram,RB,CHI,0.0,0.0,0.0,0.0,0.0,26.0,117.0,0.0,6.0,6.0,58.0,0.0,0.0,23.5,17.5,20.5
Todd Gurley,RB,HOU,0.0,0.0,0.0,0.0,0.0,36.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,15.6,15.6
