Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,ATL,355.0,3.0,0.0,41.0,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,27.5,27.5
Dak Prescott,QB,SEA,222.0,3.0,1.0,23.0,17.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.880000000000003,20.880000000000003,20.880000000000003
Robert Griffin,QB,CHI,316.0,3.0,1.0,31.0,22.0,8.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,27.34,27.34,27.34
Patrick Mahomes,QB,PHI,278.0,3.0,0.0,36.0,26.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24.519999999999996,24.519999999999996,24.519999999999996
Kirk Cousins,QB,TAM,395.0,4.0,2.0,41.0,30.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,30.700000000000003,30.700000000000003,30.700000000000003
Russell Wilson,QB,SFO,245.0,2.0,1.0,23.0,16.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.900000000000002,17.900000000000002,17.900000000000002
Marcus Mariota,QB,NYJ,280.0,2.0,1.0,30.0,24.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0
Nick Foles,QB,KAN,352.0,4.0,2.0,36.0,23.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,26.979999999999997,26.979999999999997,26.979999999999997
Tom Brady,QB,NWE,340.0,1.0,0.0,35.0,24.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,21.8,21.8,21.8
Gardner Minshew,QB,DAL,183.0,2.0,0.0,27.0,17.0,11.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,29.52,29.52,29.52
Philip Rivers,QB,LAC,207.0,2.0,1.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.280000000000001,14.280000000000001,14.280000000000001
Derek Carr,QB,PIT,369.0,1.0,0.0,46.0,32.0,1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,19.559999999999995,18.559999999999995,19.059999999999995
Carson Wentz,QB,GNB,425.0,2.0,0.0,46.0,25.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,28.4,28.4
Jacoby Brissett,QB,LAC,8.0,0.0,0.0,1.0,1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12
Case Keenum,QB,MIA,380.0,3.0,2.0,44.0,28.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0
Deshaun Watson,QB,CAR,275.0,2.0,1.0,40.0,27.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,21.3,21.3
Matthew Stafford,QB,CIN,229.0,2.0,0.0,42.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.16,17.16,17.16
Andy Dalton,QB,DEN,322.0,2.0,1.0,41.0,25.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.480000000000004,19.480000000000004,19.480000000000004
Drew Brees,QB,TEN,117.0,0.0,0.0,15.0,10.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,7.18,7.18
Joe Flacco,QB,WAS,163.0,2.0,0.0,36.0,21.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.82,15.82,15.82
Marlon Mack,RB,LAC,0.0,0.0,0.0,0.0,0.0,18.0,132.0,3.0,2.0,4.0,18.0,0.0,0.0,35.0,33.0,34.0
Christian McCaffrey,RB,NYG,0.0,0.0,0.0,0.0,0.0,13.0,130.0,1.0,9.0,12.0,99.0,0.0,0.0,37.9,28.9,33.4
Saquon Barkley,RB,PIT,0.0,0.0,0.0,0.0,0.0,19.0,111.0,2.0,4.0,7.0,18.0,0.0,0.0,28.900000000000002,24.900000000000002,26.900000000000002
Dalvin Cook,RB,DAL,0.0,0.0,0.0,0.0,0.0,24.0,106.0,1.0,1.0,1.0,11.0,0.0,0.0,18.700000000000003,17.700000000000003,18.200000000000003
Mark Ingram,RB,NWE,0.0,0.0,0.0,0.0,0.0,24.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,22.6,22.6,22.6
Todd Gurley,RB,MIA,0.0,0.0,0.0,0.0,0.0,15.0,101.0,0.0,1.0,1.0,18.0,0.0,0.0,12.9,11.9,12.4
Alvin Kamara,RB,WAS,0.0,0.0,0.0,0.0,0.0,17.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
Josh Jacobs,RB,IND,0.0,0.0,0.0,0.0,0.0,12.0,89.0,0.0,1.0,2.0,4.0,0.0,0.0,10.3,9.3,9.8
Derrick Henry,RB,SFO,0.0,0.0,0.0,0.0,0.0,12.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,8.7,8.7
Carlos Hyde,RB,TAM,0.0,0.0,0.0,0.0,0.0,13.0,82.0,0.0,4.0,4.0,24.0,1.0,0.0,20.599999999999998,16.599999999999998,18.599999999999998
David Johnson,RB,KAN,0.0,0.0,0.0,0.0,0.0,10.0,80.0,0.0,5.0,6.0,105.0,1.0,0.0,29.5,24.5,27.0
LeSean McCoy,RB,BUF,0.0,0.0,0.0,0.0,0.0,16.0,73.0,0.0,3.0,5.0,21.0,0.0,0.0,12.4,9.4,10.9
Nick Chubb,RB,CHI,0.0,0.0,0.0,0.0,0.0,14.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9,4.9,4.9
Ronald Jones,RB,SFO,0.0,0.0,0.0,0.0,0.0,14.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,12.1,12.1,12.1
Devin Singletary,RB,LAC,0.0,0.0,0.0,0.0,0.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
Leonard Fournette,RB,SEA,0.0,0.0,0.0,0.0,0.0,14.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,5.9,5.9
Le'Veon Bell,RB,NYJ,0.0,0.0,0.0,0.0,0.0,16.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,5.9,5.9
Austin Ekeler,RB,MIA,0.0,0.0,0.0,0.0,0.0,13.0,57.0,0.0,4.0,6.0,21.0,0.0,1.0,9.8,5.800000000000001,7.800000000000001
Justin Jackson,RB,BAL,0.0,0.0,0.0,0.0,0.0,19.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,17.4
Duke Johnson,RB,ARI,0.0,0.0,0.0,0.0,0.0,18.0,54.0,1.0,2.0,5.0,15.0,0.0,1.0,12.9,10.9,11.9
Julian Edelman,WR,HOU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,63.0,1.0,0.0,17.3,12.3,14.8
Robert Woods,WR,LAC,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,4.0,6.0,62.0,0.0,0.0,14.3,10.3,12.3
Christian Kirk,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,4.0,5.0,59.0,0.0,2.0,7.7,3.7,5.7
Jarvis Landry,WR,DAL,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,1.0,1.0,5.0,0.0,0.0,2.9,1.9,2.4
Parris Campbell,WR,LAR,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2
Tyreek Hill,WR,LAR,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,7.0,10.0,109.0,0.0,0.0,19.1,12.1,15.6
Jamison Crowder,WR,LAC,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,4.0,4.0,0.0,0.0,2.4,1.4,1.9
Marvin Jones,WR,MIN,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,3.0,4.0,33.0,0.0,0.0,7.2,4.2,5.7
Tyler Boyd,WR,CHI,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,5.0,5.0,110.0,0.0,0.0,16.9,11.9,14.4
Alshon Jeffery,WR,IND,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,7.0,35.0,0.0,0.0,9.3,4.3,6.8
Dede Westbrook,WR,NWE,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,7.0,54.0,1.0,0.0,16.1,12.100000000000001,14.100000000000001
Albert Wilson,WR,TAM,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,9.0,77.0,0.0,0.0,12.4,8.4,10.4
Marquez Valdes-Scantling,WR,SEA,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,4.0,13.0,1.0,0.0,11.0,8.0,9.5
Russell Gage,WR,WAS,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,4.0,13.0,0.0,0.0,4.9,1.9,3.4
Cordarrelle Patterson,WR,SFO,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,5.0,126.0,2.0,0.0,29.1,25.1,27.1
Sammy Watkins,WR,SEA,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,3.0,47.0,1.0,0.0,13.2,11.2,12.2
Michael Gallup,WR,NWE,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,13.0,0.0,0.0,2.6,1.6,2.1
John Ross,WR,WAS,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,31.0,1.0,0.0,12.3,9.3,10.8
DeSean Jackson,WR,LAC,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,118.0,2.0,0.0,26.9,23.9,25.4
Marquise Brown,WR,NYJ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,-0.10000000000000009,-1.1,-0.6000000000000001
