Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,CIN,248.0,2.0,0.0,26.0,19.0,5.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32,17.32,17.32
Dak Prescott,QB,CAR,216.0,1.0,0.0,18.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,12.64,12.64
Robert Griffin,QB,NWE,265.0,3.0,0.0,33.0,22.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,22.5,22.5
Patrick Mahomes,QB,IND,321.0,3.0,1.0,37.0,28.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,25.24,25.24,25.24
Kirk Cousins,QB,JAX,218.0,1.0,0.0,25.0,19.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,19.72,19.72,19.72
Russell Wilson,QB,MIN,136.0,2.0,0.0,22.0,15.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.340000000000002,11.340000000000002,11.340000000000002
Marcus Mariota,QB,SEA,162.0,1.0,0.0,20.0,13.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.68,16.68,16.68
Nick Foles,QB,HOU,219.0,1.0,0.0,30.0,22.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,11.56,11.56,11.56
Tom Brady,QB,NYJ,106.0,2.0,0.0,20.0,11.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.94,12.94,12.94
Gardner Minshew,QB,ATL,228.0,1.0,0.0,31.0,22.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,16.919999999999998,16.919999999999998,16.919999999999998
Philip Rivers,QB,SDG,270.0,1.0,1.0,27.0,20.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.600000000000001,10.600000000000001,10.600000000000001
Derek Carr,QB,WAS,224.0,0.0,0.0,29.0,21.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.360000000000001,7.360000000000001,7.360000000000001
Carson Wentz,QB,KAN,235.0,1.0,0.0,35.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.4,11.4,11.4
Jacoby Brissett,QB,NYG,251.0,1.0,0.0,33.0,18.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.739999999999998,13.739999999999998,13.739999999999998
Case Keenum,QB,PHI,304.0,1.0,1.0,35.0,22.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.36,15.36,15.36
Deshaun Watson,QB,NYJ,98.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,3.92,3.92
Matthew Stafford,QB,CLE,272.0,1.0,1.0,34.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.180000000000001,11.180000000000001,11.180000000000001
Andy Dalton,QB,BAL,153.0,0.0,0.0,30.0,19.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,9.72,9.72
Drew Brees,QB,OAK,175.0,2.0,1.0,40.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0
Joe Flacco,QB,TAM,259.0,1.0,2.0,42.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.36,8.36,8.36
Marlon Mack,RB,SEA,0.0,0.0,0.0,0.0,0.0,23.0,173.0,2.0,0.0,0.0,0.0,0.0,0.0,29.3,29.3,29.3
Christian McCaffrey,RB,CLE,0.0,0.0,0.0,0.0,0.0,20.0,116.0,0.0,4.0,5.0,73.0,0.0,0.0,22.9,18.9,20.9
Saquon Barkley,RB,NOR,0.0,0.0,0.0,0.0,0.0,17.0,110.0,0.0,2.0,2.0,7.0,0.0,1.0,11.7,9.7,10.7
Dalvin Cook,RB,KAN,0.0,0.0,0.0,0.0,0.0,22.0,107.0,2.0,3.0,6.0,48.0,0.0,0.0,30.5,27.5,29.0
Mark Ingram,RB,SDG,0.0,0.0,0.0,0.0,0.0,25.0,107.0,3.0,3.0,3.0,46.0,1.0,0.0,42.300000000000004,39.300000000000004,40.800000000000004
Todd Gurley,RB,MIN,0.0,0.0,0.0,0.0,0.0,18.0,106.0,0.0,1.0,1.0,5.0,1.0,0.0,18.1,17.1,17.6
Alvin Kamara,RB,IND,0.0,0.0,0.0,0.0,0.0,34.0,104.0,1.0,3.0,3.0,9.0,0.0,0.0,20.299999999999997,17.299999999999997,18.799999999999997
Josh Jacobs,RB,TEN,0.0,0.0,0.0,0.0,0.0,22.0,95.0,1.0,1.0,4.0,8.0,0.0,0.0,17.3,16.3,16.8
Derrick Henry,RB,OAK,0.0,0.0,0.0,0.0,0.0,19.0,93.0,0.0,5.0,8.0,25.0,0.0,0.0,16.8,11.8,14.3
Carlos Hyde,RB,ATL,0.0,0.0,0.0,0.0,0.0,25.0,88.0,1.0,4.0,4.0,23.0,0.0,0.0,21.1,17.1,19.1
