Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,HOU,358.0,6.0,0.0,33.0,24.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,39.32,39.32,39.32
Dak Prescott,QB,NOR,257.0,5.0,0.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28,30.28,30.28
Robert Griffin,QB,IND,370.0,5.0,1.0,27.0,19.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,32.8,32.8,32.8
Patrick Mahomes,QB,MIN,138.0,2.0,0.0,21.0,15.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.719999999999999,14.719999999999999,14.719999999999999
Kirk Cousins,QB,SEA,236.0,1.0,0.0,22.0,15.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,16.939999999999998,16.939999999999998,16.939999999999998
Russell Wilson,QB,STL,183.0,2.0,0.0,22.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.42,21.42,21.42
Marcus Mariota,QB,DET,390.0,2.0,0.0,45.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.6,21.6,21.6
Nick Foles,QB,SDG,383.0,3.0,1.0,45.0,34.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,27.22,27.22,27.22
Tom Brady,QB,WAS,392.0,3.0,0.0,47.0,31.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,26.88,26.88,26.88
Gardner Minshew,QB,GNB,368.0,2.0,0.0,38.0,24.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,24.919999999999998,24.919999999999998,24.919999999999998
Philip Rivers,QB,ATL,361.0,2.0,1.0,41.0,30.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.839999999999996,20.839999999999996,20.839999999999996
Derek Carr,QB,BAL,225.0,2.0,0.0,31.0,19.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,23.3,23.3,23.3
