Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,DAL,43.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,5.72,5.72
Dak Prescott,QB,DAL,218.0,4.0,0.0,20.0,18.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52,27.52,27.52
Robert Griffin,QB,NYG,391.0,3.0,0.0,32.0,25.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.34,27.34,27.34
Patrick Mahomes,QB,SEA,339.0,2.0,0.0,31.0,20.0,6.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,36.36,36.36,36.36
Kirk Cousins,QB,MIA,396.0,4.0,1.0,47.0,35.0,6.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,29.34,29.34,29.34
Russell Wilson,QB,MIN,259.0,2.0,1.0,26.0,19.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,17.66,17.66,17.66
Marcus Mariota,QB,PIT,220.0,1.0,0.0,25.0,18.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4
Nick Foles,QB,STL,290.0,2.0,1.0,32.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,17.6,17.6
Tom Brady,QB,GNB,318.0,1.0,0.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.719999999999999,14.719999999999999,14.719999999999999
Gardner Minshew,QB,ATL,322.0,1.0,0.0,40.0,30.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.580000000000002,17.580000000000002,17.580000000000002
Philip Rivers,QB,TEN,287.0,1.0,0.0,35.0,24.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,16.68,16.68
Derek Carr,QB,IND,126.0,1.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.039999999999999,7.039999999999999,7.039999999999999
Carson Wentz,QB,PHI,374.0,2.0,1.0,50.0,37.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,21.16,21.16,21.16
Jacoby Brissett,QB,CIN,146.0,2.0,1.0,25.0,17.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34,14.34,14.34
Case Keenum,QB,OAK,214.0,2.0,0.0,34.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.560000000000002,16.560000000000002,16.560000000000002
Deshaun Watson,QB,KAN,311.0,0.0,0.0,45.0,31.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13.84,13.84,13.84
Matthew Stafford,QB,BUF,329.0,3.0,2.0,49.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16,21.16,21.16
Andy Dalton,QB,SFO,114.0,1.0,0.0,24.0,15.0,7.0,151.0,1.0,0.0,0.0,0.0,0.0,1.0,27.659999999999997,27.659999999999997,27.659999999999997
Drew Brees,QB,NYJ,210.0,1.0,1.0,27.0,17.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,11.3,11.3
Joe Flacco,QB,CLE,134.0,1.0,1.0,13.0,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26,9.26,9.26
