Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Lamar Jackson,QB,PIT,408.0,3.0,0.0,46.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.42,28.42,28.42
Dak Prescott,QB,TEN,295.0,4.0,0.0,26.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,27.8,27.8
Robert Griffin,QB,GNB,371.0,2.0,2.0,51.0,31.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,27.54,27.54,27.54
Patrick Mahomes,QB,SEA,348.0,3.0,0.0,37.0,25.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.520000000000003,26.520000000000003,26.520000000000003
Kirk Cousins,QB,SFO,210.0,1.0,0.0,30.0,17.0,10.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,23.9,23.9,23.9
Russell Wilson,QB,CAR,261.0,1.0,1.0,38.0,23.0,12.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,23.839999999999996,23.839999999999996,23.839999999999996
Marcus Mariota,QB,NOR,303.0,3.0,2.0,29.0,21.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.019999999999996,21.019999999999996,21.019999999999996
Nick Foles,QB,BAL,296.0,3.0,2.0,41.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.14,20.14,20.14
Tom Brady,QB,MIA,240.0,2.0,0.0,24.0,17.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.200000000000003,19.200000000000003,19.200000000000003
Gardner Minshew,QB,DAL,319.0,2.0,0.0,32.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.759999999999998,18.759999999999998,18.759999999999998
Philip Rivers,QB,TAM,312.0,2.0,1.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.48,18.48,18.48
Derek Carr,QB,WAS,262.0,2.0,0.0,33.0,22.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38,18.38,18.38
Carson Wentz,QB,MIN,307.0,2.0,1.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.28,18.28,18.28
Jacoby Brissett,QB,NYG,240.0,3.0,2.0,44.0,28.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0
Case Keenum,QB,SDG,326.0,3.0,4.0,44.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,17.04,17.04
Deshaun Watson,QB,JAX,265.0,2.0,1.0,49.0,32.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,15.700000000000003,15.700000000000003,15.700000000000003
Matthew Stafford,QB,DEN,258.0,2.0,2.0,40.0,25.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.82,14.82,14.82
Andy Dalton,QB,ARI,376.0,1.0,2.0,49.0,30.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,14.64,14.64,14.64
Drew Brees,QB,HOU,99.0,2.0,0.0,27.0,14.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,14.260000000000002,14.260000000000002,14.260000000000002
Joe Flacco,QB,ATL,267.0,1.0,1.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68,12.68,12.68
Marlon Mack,RB,DAL,0.0,0.0,0.0,0.0,0.0,21.0,114.0,2.0,2.0,2.0,95.0,1.0,0.0,40.9,38.9,39.9
Christian McCaffrey,RB,TEN,10.0,1.0,0.0,1.0,1.0,17.0,123.0,1.0,2.0,3.0,33.0,0.0,0.0,28.000000000000004,26.000000000000004,27.000000000000004
Saquon Barkley,RB,PHI,0.0,0.0,0.0,0.0,0.0,19.0,109.0,2.0,2.0,2.0,30.0,0.0,0.0,27.9,25.9,26.9
Dalvin Cook,RB,PIT,0.0,0.0,0.0,0.0,0.0,17.0,57.0,1.0,9.0,10.0,77.0,1.0,0.0,34.4,25.4,29.9
Mark Ingram,RB,NWE,0.0,0.0,0.0,0.0,0.0,21.0,69.0,3.0,0.0,0.0,0.0,0.0,0.0,24.9,24.9,24.9
Todd Gurley,RB,ARI,0.0,0.0,0.0,0.0,0.0,19.0,55.0,1.0,5.0,7.0,46.0,1.0,0.0,27.1,22.1,24.6
Alvin Kamara,RB,SEA,0.0,0.0,0.0,0.0,0.0,17.0,66.0,0.0,7.0,7.0,87.0,0.0,0.0,22.299999999999997,15.299999999999999,18.799999999999997
Josh Jacobs,RB,NYJ,0.0,0.0,0.0,0.0,0.0,4.0,37.0,0.0,7.0,7.0,52.0,1.0,0.0,21.9,14.899999999999999,18.4
Derrick Henry,RB,MIA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,18.0,1.0,0.0,15.0,14.0,14.5
Carlos Hyde,RB,SDG,0.0,0.0,0.0,0.0,0.0,24.0,70.0,0.0,5.0,8.0,62.0,0.0,0.0,18.2,13.2,15.7
David Johnson,RB,NYJ,0.0,0.0,0.0,0.0,0.0,20.0,98.0,0.0,2.0,3.0,11.0,0.0,0.0,12.9,10.9,11.9
LeSean McCoy,RB,NYG,0.0,0.0,0.0,0.0,0.0,15.0,87.0,0.0,3.0,6.0,22.0,0.0,0.0,13.899999999999999,10.899999999999999,12.399999999999999
Nick Chubb,RB,TAM,0.0,0.0,0.0,0.0,0.0,16.0,33.0,1.0,1.0,2.0,13.0,0.0,0.0,11.600000000000001,10.600000000000001,11.100000000000001
Ronald Jones,RB,GNB,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,3.0,4.0,11.0,1.0,0.0,13.4,10.4,11.9
Devin Singletary,RB,WAS,0.0,0.0,0.0,0.0,0.0,22.0,97.0,0.0,1.0,1.0,-2.0,0.0,0.0,10.5,9.5,10.0
Leonard Fournette,RB,DEN,0.0,0.0,0.0,0.0,0.0,24.0,76.0,0.0,2.0,2.0,12.0,0.0,0.0,10.799999999999999,8.799999999999999,9.799999999999999
Le'Veon Bell,RB,HOU,0.0,0.0,0.0,0.0,0.0,15.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.3,8.3
Austin Ekeler,RB,ATL,0.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,3.0,3.0,32.0,0.0,0.0,11.100000000000001,8.100000000000001,9.600000000000001
Justin Jackson,RB,CHI,0.0,0.0,0.0,0.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0
Duke Johnson,RB,MIA,0.0,0.0,0.0,0.0,0.0,19.0,79.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,8.0,8.5
Julian Edelman,WR,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,59.0,3.0,0.0,29.9,23.9,26.9
Robert Woods,WR,PIT,0.0,0.0,0.0,0.0,0.0,1.0,-10.0,0.0,14.0,18.0,154.0,1.0,0.0,34.4,20.4,27.4
Christian Kirk,WR,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,126.0,1.0,0.0,30.6,18.6,24.6
Jarvis Landry,WR,SDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,125.0,1.0,0.0,23.5,18.5,21.0
Parris Campbell,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,116.0,1.0,0.0,23.6,17.6,20.6
Tyreek Hill,WR,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,107.0,1.0,0.0,25.7,16.7,21.2
Jamison Crowder,WR,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,47.0,2.0,0.0,21.7,16.7,19.2
Marvin Jones,WR,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,164.0,0.0,0.0,29.4,16.4,22.9
Tyler Boyd,WR,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,98.0,1.0,0.0,18.8,15.8,17.3
Alshon Jeffery,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,97.0,1.0,0.0,25.7,15.7,20.7
